UserId,Influenced Billboards
319,"{1264: 0.491071428571429, 2839: 0.357142857142857, 3403: 0.654761904761905, 4247: 1.07738095238095, 4472: 0.589285714285714}"
320,"{1590: 1.31845238095238, 3931: 1.5}"
321,"{1013: 2.26339285714286, 1095: 0.967261904761905, 1640: 0.886904761904762, 2497: 0.363095238095238, 4088: 0.474702380952381}"
322,"{452: 0.772321428571429, 1403: 0.136904761904762, 3943: 0.782738095238095}"
323,{3996: 0.333333333333333}
324,"{110: 0.563988095238095, 4076: 0.788690476190476}"
325,"{18: 0.532738095238095, 2849: 0.511904761904762, 1682: 0.311011904761905, 1780: 0.886904761904762}"
326,{}
327,{}
328,"{493: 1.70238095238095, 2770: 1.91071428571429, 2379: 0.37797619047619}"
329,{2600: 0.84375}
330,"{2971: 1.60714285714286, 1487: 1.92261904761905}"
331,"{957: 0.138392857142857, 1056: 1.50892857142857, 1915: 0.592261904761905, 1942: 0.724702380952381, 4474: 0.78125}"
332,"{32: 0.863095238095238, 733: 0.229166666666667}"
333,"{205: 0.370535714285714, 857: 1.28125, 2693: 0.46875, 3255: 0.745535714285714, 3458: 1.29166666666667, 4290: 0.141369047619048, 4444: 0.261904761904762, 4544: 1.39880952380952}"
334,"{3080: 0.375, 2494: 2.17410714285714, 4037: 1.27678571428571}"
335,"{723: 0.373511904761905, 3530: 0.793154761904762, 4120: 0.933035714285714, 4631: 0.770833333333333}"
336,"{1098: 1.50446428571429, 1717: 1.09821428571429, 4499: 0.834821428571429}"
337,"{3346: 0.819940476190476, 4405: 0.488095238095238}"
338,"{2015: 0.979166666666667, 2334: 0.360119047619048}"
339,"{401: 0.59672619047619, 1674: 0.858630952380952, 3935: 0.392857142857143}"
340,"{2073: 0.766369047619048, 3974: 0.264880952380952}"
341,"{698: 0.598214285714286, 1075: 1.43452380952381, 1377: 0.797619047619048, 2216: 0.547619047619048, 3702: 0.456845238095238, 3706: 0.736607142857143, 3984: 0.944940476190476, 3532: 0.599702380952381, 4633: 0.90625}"
342,{311: 1.20535714285714}
343,"{429: 0.705357142857143, 1189: 0.730654761904762, 2112: 0.577380952380952, 3924: 2.19642857142857}"
344,"{1569: 1.98214285714286, 1897: 1.67559523809524, 3626: 0.574404761904762, 4084: 0.961309523809524}"
345,"{3632: 1.30357142857143, 3830: 0.8125}"
346,"{137: 0.261904761904762, 2934: 0.904761904761905, 1553: 0.389880952380952}"
347,"{216: 0.75, 564: 1.23809523809524, 848: 0.120535714285714, 2873: 2.86160714285714}"
348,"{268: 0.681547619047619, 1083: 0.927083333333333, 2871: 1.98214285714286, 3680: 0.813988095238095, 3829: 0.96577380952381}"
349,"{893: 0.785714285714286, 1137: 1.13095238095238, 2114: 2.68303571428571, 2423: 0.639880952380952, 3601: 0.455357142857143}"
350,"{701: 0.610119047619048, 1613: 0.796130952380952}"
351,"{1318: 0.601190476190476, 2338: 1.13690476190476, 4654: 1.875}"
352,{2037: 1.51785714285714}
353,{}
354,{2773: 1.29166666666667}
355,"{2737: 0.799107142857143, 2931: 0.238095238095238, 2527: 0.71875}"
356,"{56: 0.831845238095238, 947: 0.770833333333333, 1242: 0.25297619047619, 3633: 0.523809523809524}"
357,"{1174: 0.421130952380952, 3781: 1.00892857142857}"
358,"{1007: 0.577380952380952, 3613: 0.416666666666667}"
359,"{2795: 0.898809523809524, 2285: 0.876488095238095}"
360,"{3411: 0.790178571428571, 4482: 0.3125}"
361,"{682: 0.132440476190476, 2985: 0.5625, 2188: 0.620535714285714, 3507: 1.24553571428571, 4599: 2.79017857142857}"
362,"{52: 0.488095238095238, 3912: 0.12202380952381}"
363,"{641: 0.46875, 856: 0.699404761904762}"
364,"{450: 0.22172619047619, 576: 1.23809523809524, 1026: 0.488095238095238, 2922: 0.56547619047619, 2973: 0.78422619047619, 1826: 0.69047619047619, 3600: 0.688988095238095}"
365,{923: 1.35119047619048}
366,{}
367,{2793: 0.508928571428571}
368,"{3085: 1.12053571428571, 1759: 0.552083333333333, 3847: 0.313988095238095}"
369,{}
370,"{2585: 0.985119047619047, 2482: 1.84821428571429, 3667: 0.639880952380952}"
371,"{474: 0.770833333333333, 498: 0.461309523809524, 1417: 0.726190476190476, 1590: 1.31845238095238}"
372,{1042: 1.75297619047619}
373,"{703: 1.55952380952381, 1626: 0.742559523809524}"
374,"{596: 0.958333333333333, 1034: 0.303571428571429, 1177: 0.31547619047619, 1523: 2.83482142857143}"
375,"{486: 1.73511904761905, 939: 0.379464285714286, 1394: 0.761904761904762}"
376,"{2774: 1.86309523809524, 1763: 0.825892857142857, 3140: 0.255952380952381, 3358: 1.0327380952381, 4145: 0.43452380952381, 4418: 0.380952380952381}"
377,"{2385: 1.40178571428571, 3713: 0.3125, 3370: 1.41369047619048, 4434: 0.476190476190476}"
378,{896: 2.28125}
379,{1949: 0.456845238095238}
380,"{657: 0.308035714285714, 1820: 0.669642857142857, 3735: 0.754464285714286, 3493: 0.366071428571429, 4443: 0.848214285714286, 4583: 0.888392857142857}"
381,"{869: 0.297619047619048, 1254: 1.53125, 2705: 0.303571428571429, 3958: 0.558035714285714}"
382,"{2329: 1.20089285714286, 3801: 1.9047619047619, 3199: 0.363095238095238, 4218: 0.504464285714286, 4351: 0.15625}"
383,"{220: 0.257440476190476, 1158: 0.165178571428571, 3507: 1.24553571428571, 4599: 2.79017857142857}"
384,"{583: 0.446428571428571, 2563: 0.526785714285714, 2124: 0.619047619047619, 3331: 2.64732142857143, 4386: 1.54017857142857}"
385,"{125: 2.54464285714286, 399: 0.532738095238095, 3946: 0.8125}"
386,{1300: 2.62053571428571}
387,"{2196: 0.782738095238095, 3789: 0.119047619047619}"
388,{2183: 0.921130952380952}
389,"{1395: 0.139880952380952, 3799: 0.964285714285714, 3802: 0.950892857142857, 3815: 0.40625}"
390,{2367: 0.428571428571429}
391,"{3013: 0.738095238095238, 3643: 0.526785714285714}"
392,"{2771: 0.898809523809524, 2137: 0.639880952380952}"
393,"{336: 0.186011904761905, 1900: 0.322916666666667, 1971: 0.302083333333333}"
394,"{132: 0.952380952380952, 1834: 0.973214285714286, 3323: 0.520833333333333, 4377: 0.803571428571429}"
395,"{525: 0.129464285714286, 1328: 0.449404761904762, 1495: 0.952380952380952, 2418: 0.654761904761905}"
396,"{1702: 0.407738095238095, 2475: 0.572916666666667}"
397,"{814: 0.995535714285714, 1376: 0.459821428571429, 2114: 2.68303571428571, 3351: 0.316964285714286, 4410: 0.821428571428571}"
398,"{1288: 0.572916666666667, 1431: 0.444940476190476, 3273: 0.813988095238095, 4317: 1.30059523809524}"
399,"{272: 0.264880952380952, 428: 0.702380952380952, 569: 0.630952380952381, 912: 1.90178571428571, 1145: 0.973214285714286, 3027: 0.678571428571429}"
400,"{116: 0.552083333333333, 905: 0.474702380952381, 911: 0.925595238095238, 1762: 1.20833333333333}"
401,"{62: 0.913690476190476, 563: 0.288690476190476, 2592: 0.547619047619048, 3084: 0.607142857142857, 3099: 0.4375, 1440: 0.827380952380952, 1529: 0.443452380952381, 3767: 0.81547619047619, 3845: 0.650297619047619}"
402,"{1092: 0.383928571428571, 3896: 1.35714285714286, 4534: 0.992559523809524}"
403,"{55: 0.93452380952381, 1583: 0.324404761904762, 3955: 0.755952380952381}"
404,"{4017: 0.532738095238095, 3155: 1.91666666666667, 4162: 1.75892857142857, 4224: 0.540178571428571}"
405,{}
406,"{3689: 0.538690476190476, 4067: 0.736607142857143}"
407,"{810: 0.31547619047619, 1182: 0.516369047619048, 3034: 0.71875, 1819: 0.424107142857143, 2012: 0.678571428571429, 2044: 0.416666666666667, 3466: 1.68154761904762, 4554: 1.31845238095238}"
408,"{965: 0.8125, 2280: 0.5625, 4415: 1.20833333333333}"
409,"{2317: 1.64880952380952, 2525: 0.449404761904762}"
410,{2277: 0.431547619047619}
411,"{1260: 1.4375, 3715: 3.89285714285714}"
412,"{6: 1.92857142857143, 479: 1.76785714285714, 3097: 0.300595238095238}"
413,"{822: 1.93154761904762, 2735: 0.12202380952381, 1870: 0.336309523809524, 3700: 1.66071428571429, 3331: 2.64732142857143, 4386: 1.54017857142857}"
414,"{2594: 1.58928571428571, 3272: 0.261904761904762, 3540: 0.227678571428571, 4314: 0.37202380952381, 4642: 0.474702380952381}"
415,{1373: 0.450892857142857}
416,"{261: 1.43154761904762, 878: 1.61011904761905, 910: 0.333333333333333, 3698: 1.73660714285714}"
417,"{274: 1.875, 652: 2.22767857142857, 1396: 0.211309523809524, 3765: 1.19642857142857}"
418,"{2635: 1.42261904761905, 2019: 1.49702380952381, 3628: 0.214285714285714, 3696: 1.42261904761905}"
419,"{31: 0.99702380952381, 202: 1.51339285714286, 968: 0.99702380952381, 1647: 0.62797619047619, 3290: 0.319940476190476}"
420,"{5: 0.492559523809524, 2943: 2.53571428571429, 1675: 1.29910714285714}"
421,{413: 0.430059523809524}
422,"{852: 0.867559523809524, 1105: 1.22767857142857, 2926: 1.9077380952381, 2494: 2.17410714285714, 3177: 0.678571428571429, 3477: 0.526785714285714, 4187: 0.970238095238095, 4565: 0.236607142857143}"
423,"{103: 0.720238095238095, 1171: 1.33333333333333, 3623: 0.607142857142857, 3457: 0.744047619047619, 4542: 0.349702380952381}"
424,"{3071: 0.729166666666667, 1768: 0.197916666666667}"
425,{1267: 0.788690476190476}
426,"{1060: 3.93452380952381, 3639: 0.735119047619048, 4644: 0.980654761904762}"
427,{}
428,"{717: 0.751488095238095, 1627: 0.973214285714286}"
429,"{1757: 0.577380952380952, 2178: 0.660714285714286, 3893: 0.985119047619047}"
430,"{1447: 0.700892857142857, 1570: 0.306547619047619, 1978: 0.754464285714286, 2225: 1.83035714285714, 3838: 2.7797619047619}"
431,{4620: 0.75297619047619}
432,"{546: 1.16964285714286, 3875: 0.705357142857143}"
433,"{185: 0.782738095238095, 850: 0.462797619047619, 1482: 0.754464285714286, 1736: 0.538690476190476}"
434,"{1994: 0.68452380952381, 2435: 0.733630952380952}"
435,"{2585: 0.985119047619047, 2178: 0.660714285714286}"
436,"{367: 0.949404761904762, 4618: 1.26785714285714}"
437,{27: 0.87797619047619}
438,"{579: 1.80952380952381, 722: 0.485119047619048, 1477: 0.938988095238095, 2006: 0.985119047619047, 2180: 0.642857142857143}"
439,"{2635: 1.42261904761905, 1914: 1.41071428571429}"
440,"{1178: 1.60119047619048, 1528: 0.556547619047619, 1998: 0.546130952380952, 2173: 0.370535714285714, 3825: 0.290178571428571, 3118: 0.988095238095238, 4112: 0.441964285714286}"
441,"{358: 0.43452380952381, 1073: 0.714285714285714, 1667: 0.598214285714286, 1749: 0.211309523809524, 4312: 1.44047619047619}"
442,"{882: 0.717261904761905, 3672: 0.678571428571429, 3386: 0.705357142857143, 4453: 0.726190476190476}"
443,"{1107: 0.693452380952381, 3770: 0.547619047619048, 3479: 1.58630952380952, 4567: 0.532738095238095}"
444,"{367: 0.949404761904762, 564: 1.23809523809524, 2660: 0.492559523809524}"
445,"{655: 0.833333333333333, 1069: 0.889880952380952, 2807: 0.55952380952381, 3739: 0.514880952380952}"
446,"{7: 0.854166666666667, 2949: 0.520833333333333}"
447,"{1179: 1.86607142857143, 2031: 0.351190476190476}"
448,"{74: 1.08333333333333, 243: 0.514880952380952, 437: 0.535714285714286, 937: 0.53125, 2816: 0.520833333333333, 2834: 1.33333333333333, 2847: 1.89732142857143, 3978: 0.584821428571429}"
449,"{540: 0.380952380952381, 567: 0.8125, 3801: 1.9047619047619}"
450,"{913: 2.20238095238095, 3669: 0.264880952380952}"
451,"{89: 0.708333333333333, 666: 1.82142857142857, 2292: 1.7827380952381}"
452,"{2119: 0.407738095238095, 3707: 0.160714285714286}"
453,"{99: 0.998511904761905, 2134: 1.31845238095238, 2519: 0.744047619047619}"
454,"{1961: 1.19047619047619, 3966: 0.764880952380952}"
455,{2286: 0.349702380952381}
456,"{2656: 0.912202380952381, 2229: 0.24702380952381, 3767: 0.81547619047619}"
457,"{2616: 0.773809523809524, 2779: 0.632440476190476}"
458,"{1918: 0.366071428571429, 3827: 0.379464285714286}"
459,"{2936: 1.2797619047619, 2003: 0.62797619047619, 2058: 0.583333333333333}"
460,"{246: 0.339285714285714, 1070: 2.77232142857143, 2525: 0.449404761904762}"
461,"{2021: 0.938988095238095, 2063: 0.985119047619047}"
462,"{202: 1.51339285714286, 1790: 0.272321428571429}"
463,"{112: 0.793154761904762, 486: 1.73511904761905, 515: 0.616071428571429, 1945: 2.40625, 3771: 1.06547619047619}"
464,"{495: 1.43154761904762, 3441: 0.583333333333333, 4519: 0.379464285714286}"
465,"{424: 0.561011904761905, 2159: 1.63690476190476, 3162: 0.799107142857143, 4169: 0.257440476190476}"
466,"{170: 0.799107142857143, 3816: 0.770833333333333, 3120: 0.578869047619048, 4114: 0.379464285714286}"
467,"{865: 0.386904761904762, 1443: 2.96428571428571, 1659: 0.125, 1730: 0.489583333333333}"
468,"{2458: 0.476190476190476, 3675: 0.598214285714286}"
469,"{762: 0.308035714285714, 866: 1.82142857142857, 2403: 0.464285714285714}"
470,"{410: 0.241071428571429, 1795: 0.648809523809524}"
471,"{2862: 0.858630952380952, 3287: 1.25, 4334: 0.723214285714286}"
472,"{469: 0.995535714285714, 3287: 1.25, 4334: 0.723214285714286}"
473,"{457: 0.427083333333333, 694: 1.90625, 1032: 1.62797619047619, 1160: 0.342261904761905, 1381: 1.07440476190476, 1569: 1.98214285714286, 4539: 0.334821428571429}"
474,"{599: 1.4375, 1622: 0.860119047619048, 1722: 0.407738095238095}"
475,"{436: 0.46577380952381, 2797: 0.245535714285714}"
476,"{577: 0.794642857142857, 990: 0.677083333333333, 1005: 1.58035714285714}"
477,"{2690: 0.549107142857143, 3144: 0.355654761904762, 4150: 0.891369047619048}"
478,"{984: 1.72619047619048, 1044: 1.72916666666667, 1226: 0.738095238095238, 2130: 0.709821428571429, 2399: 0.297619047619048, 2414: 0.931547619047619, 3450: 0.577380952380952, 4532: 0.494047619047619}"
479,"{197: 0.607142857142857, 2553: 1.19047619047619, 1992: 1.50297619047619, 2436: 0.25}"
480,"{709: 0.605654761904762, 2896: 1.95238095238095, 1800: 1.66517857142857}"
481,"{1285: 1.40625, 2875: 0.5, 2894: 0.480654761904762, 3087: 0.238095238095238}"
482,"{1246: 0.5625, 3524: 0.933035714285714, 4624: 0.571428571428571}"
483,{}
484,{194: 0.450892857142857}
485,"{548: 0.767857142857143, 568: 0.583333333333333, 1126: 0.425595238095238, 2971: 1.60714285714286, 3518: 0.916666666666667, 4103: 0.126488095238095, 4611: 0.898809523809524}"
486,"{2925: 0.413690476190476, 3470: 0.473214285714286, 4558: 0.34672619047619}"
487,"{593: 0.982142857142857, 1134: 2.60714285714286, 2725: 0.322916666666667, 4123: 0.586309523809524}"
488,"{1215: 0.744047619047619, 1394: 0.761904761904762, 1937: 0.81547619047619}"
489,"{1400: 0.227678571428571, 3420: 0.209821428571429, 4489: 0.165178571428571, 4491: 1.7202380952381}"
490,"{2351: 0.519345238095238, 2524: 1.70982142857143}"
491,"{2596: 0.55952380952381, 2657: 0.842261904761905, 1582: 0.376488095238095, 3311: 0.436011904761905, 3567: 0.56547619047619, 4363: 0.552083333333333, 4679: 1.90178571428571}"
492,"{781: 2.04017857142857, 1840: 0.683035714285714, 3269: 0.440476190476191, 4307: 0.385416666666667}"
493,"{2978: 0.431547619047619, 3811: 1.35416666666667, 3812: 0.302083333333333, 3435: 0.394345238095238, 4513: 0.589285714285714}"
494,"{2948: 0.532738095238095, 4429: 0.802083333333333}"
495,{}
496,"{299: 0.739583333333333, 3824: 0.355654761904762, 3149: 0.84375}"
497,"{863: 0.824404761904762, 2146: 0.65625}"
498,"{578: 1.53869047619048, 1243: 1.7172619047619, 2848: 0.5625, 3104: 1.63392857142857, 1707: 1.56845238095238, 3726: 1.43154761904762}"
499,"{431: 2.18452380952381, 705: 1.74553571428571}"
500,"{2495: 0.8125, 2509: 0.568452380952381, 3185: 0.306547619047619, 4200: 1.27678571428571, 4248: 0.328869047619048}"
501,"{67: 1.85714285714286, 1037: 1.49404761904762, 2653: 0.697916666666667, 3301: 0.604166666666667, 4353: 0.738095238095238}"
502,"{2148: 0.553571428571429, 2215: 1.83035714285714}"
503,{117: 0.459821428571429}
504,"{892: 0.12202380952381, 2633: 0.162202380952381}"
505,"{1355: 0.663690476190476, 2606: 0.943452380952381, 1984: 0.592261904761905}"
506,"{956: 2.96428571428571, 1490: 1.9702380952381, 4705: 0.511904761904762}"
507,"{1931: 0.471726190476191, 3686: 0.508928571428571, 3703: 0.811011904761905, 4060: 0.97172619047619, 3197: 0.699404761904762, 4216: 0.787202380952381}"
508,"{662: 0.883928571428571, 3925: 1.76785714285714}"
509,"{93: 0.130952380952381, 578: 1.53869047619048, 3813: 0.206845238095238, 3570: 0.714285714285714, 4683: 0.870535714285714}"
510,"{3513: 1.62202380952381, 4605: 0.754464285714286}"
511,"{991: 0.882440476190476, 1624: 0.342261904761905, 3180: 0.294642857142857, 4190: 1.83630952380952}"
512,"{347: 0.90625, 601: 1.23660714285714, 3957: 0.395833333333333, 4353: 0.738095238095238}"
513,"{261: 1.43154761904762, 2881: 0.822916666666667, 2896: 1.95238095238095, 1765: 0.944940476190476, 2309: 1.90178571428571}"
514,"{279: 0.773809523809524, 758: 0.666666666666667, 2596: 0.55952380952381, 2681: 1.67857142857143, 2496: 1.7827380952381, 3408: 0.828869047619048, 4479: 0.985119047619047}"
515,"{77: 0.446428571428571, 1146: 0.526785714285714}"
516,{330: 1.25892857142857}
517,"{1534: 1.375, 2295: 0.9375}"
518,"{395: 0.572916666666667, 4451: 1.39285714285714}"
519,{1655: 0.18452380952381}
520,"{3171: 0.488095238095238, 4180: 0.59672619047619}"
521,"{343: 0.431547619047619, 2236: 0.602678571428571}"
522,"{1460: 1.80357142857143, 3993: 0.141369047619048}"
523,"{1117: 0.758928571428571, 1644: 0.891369047619048, 2129: 0.629464285714286}"
524,"{790: 0.34077380952381, 1025: 1.21428571428571, 4657: 0.866071428571429}"
525,"{1166: 0.794642857142857, 3292: 0.382440476190476, 4340: 0.78125}"
526,"{421: 0.456845238095238, 2809: 0.766369047619048, 1445: 0.505952380952381, 2244: 1.69345238095238, 3781: 1.00892857142857, 4001: 0.575892857142857}"
527,"{1296: 1.71130952380952, 2335: 0.452380952380952, 2468: 0.654761904761905, 3774: 0.889880952380952}"
528,"{2868: 0.172619047619048, 1772: 0.748511904761905, 3475: 0.552083333333333, 3535: 1.87797619047619, 4563: 0.62202380952381, 4637: 2.11607142857143}"
529,"{675: 0.482142857142857, 1992: 1.50297619047619, 3388: 0.575892857142857, 4455: 0.59672619047619}"
530,"{79: 1.30952380952381, 154: 1.30952380952381, 888: 0.983630952380952, 2193: 0.303571428571429}"
531,"{91: 0.620535714285714, 3662: 1.99702380952381}"
532,{4016: 0.699404761904762}
533,"{904: 0.398809523809524, 2169: 1.38392857142857, 3944: 1.41517857142857}"
534,"{2184: 0.56547619047619, 3837: 0.191964285714286, 3525: 0.555059523809524, 4626: 0.808035714285714}"
535,{1252: 0.482142857142857}
536,"{211: 0.46875, 258: 0.538690476190476, 1274: 0.928571428571429, 1461: 1.44196428571429}"
537,"{195: 0.708333333333333, 791: 0.529761904761905, 1360: 0.321428571428571, 2344: 0.389880952380952, 3244: 0.130952380952381, 4279: 0.486607142857143, 4281: 0.318452380952381}"
538,{1953: 1.99553571428571}
539,"{1127: 1.875, 1543: 0.358630952380952}"
540,"{1930: 2.4047619047619, 2486: 0.476190476190476, 3221: 0.794642857142857, 4247: 1.07738095238095}"
541,"{3061: 0.605654761904762, 1804: 0.540178571428571, 1834: 0.973214285714286, 2406: 0.681547619047619}"
542,"{2786: 0.532738095238095, 2343: 0.297619047619048}"
543,"{206: 0.425595238095238, 2992: 0.129464285714286, 3014: 0.139880952380952, 3546: 0.641369047619048, 4650: 0.123511904761905}"
544,{}
545,"{1064: 0.174107142857143, 1315: 0.473214285714286, 2961: 0.366071428571429, 3132: 0.443452380952381, 4134: 2.67857142857143}"
546,{981: 1.33928571428571}
547,"{604: 1.10119047619048, 1922: 0.174107142857143, 3137: 0.302083333333333, 3513: 1.62202380952381, 4142: 0.53422619047619, 4605: 0.754464285714286}"
548,"{600: 0.849702380952381, 670: 1.77083333333333, 1173: 0.193452380952381, 1471: 1.79761904761905, 2522: 1.98809523809524, 3199: 0.363095238095238, 4218: 0.504464285714286}"
549,"{130: 1.91964285714286, 3953: 0.415178571428571}"
550,"{1153: 1.95833333333333, 1198: 2.02380952380952, 2880: 0.617559523809524, 3068: 0.322916666666667, 2433: 0.581845238095238}"
551,"{3358: 1.0327380952381, 3446: 1.94940476190476, 3588: 0.191964285714286, 4418: 0.380952380952381, 4528: 1.69047619047619}"
552,"{897: 1.03869047619048, 2696: 0.498511904761905, 3093: 0.120535714285714, 3986: 0.898809523809524}"
553,"{562: 0.630952380952381, 1130: 1.20833333333333, 2008: 1.38690476190476}"
554,{}
555,"{731: 0.232142857142857, 2940: 0.672619047619048, 2284: 0.284226190476191, 3943: 0.782738095238095}"
556,"{1549: 0.617559523809524, 1745: 0.952380952380952, 3983: 1.82142857142857, 4547: 0.642857142857143}"
557,"{1386: 0.37797619047619, 1832: 0.446428571428571}"
558,"{274: 1.875, 2514: 0.645833333333333}"
559,"{4035: 0.391369047619048, 4218: 0.504464285714286}"
560,{}
561,"{314: 0.775297619047619, 1905: 0.241071428571429}"
562,"{148: 0.145833333333333, 1334: 0.589285714285714, 1925: 0.257440476190476}"
563,"{2869: 0.46875, 2225: 1.83035714285714, 2332: 1.06845238095238, 3826: 0.651785714285714}"
564,"{1058: 0.982142857142857, 1344: 0.508928571428571}"
565,{1144: 1.41071428571429}
566,"{1265: 0.28125, 2554: 0.157738095238095, 2803: 0.589285714285714, 2226: 0.970238095238095, 3771: 1.06547619047619, 3527: 1.42857142857143, 4628: 0.973214285714286}"
567,"{34: 0.723214285714286, 988: 0.842261904761905, 3506: 1.16666666666667, 4598: 0.87797619047619}"
568,"{1779: 0.163690476190476, 3590: 0.983630952380952, 4707: 0.897321428571429}"
569,"{1311: 1.63839285714286, 1552: 0.459821428571429, 2307: 0.8125, 2507: 0.720238095238095, 3465: 0.839285714285714, 4444: 0.261904761904762, 4553: 0.258928571428571, 4623: 0.964285714285714}"
570,{586: 0.474702380952381}
571,{620: 1.45535714285714}
572,"{2984: 0.331845238095238, 3085: 1.12053571428571, 1839: 0.982142857142857, 3863: 0.504464285714286, 3189: 0.53125, 3211: 0.491071428571429, 4204: 0.120535714285714, 4234: 0.819940476190476}"
573,"{1300: 2.62053571428571, 1327: 0.974702380952381, 1382: 0.949404761904762, 1897: 1.67559523809524, 3710: 0.833333333333333}"
574,"{1239: 2.86607142857143, 1828: 0.936011904761905}"
575,{456: 0.936011904761905}
576,"{896: 2.28125, 4004: 0.705357142857143, 3250: 0.270833333333333, 4285: 0.336309523809524}"
577,"{837: 0.556547619047619, 3885: 0.830357142857143, 3183: 0.717261904761905, 4163: 1.66071428571429, 4193: 0.523809523809524}"
578,{3950: 0.227678571428571}
579,{4024: 0.855654761904762}
580,{1711: 0.248511904761905}
581,"{2540: 0.421130952380952, 1719: 0.461309523809524}"
582,"{3091: 0.120535714285714, 4525: 0.444940476190476}"
583,"{79: 1.30952380952381, 2954: 0.842261904761905, 1818: 0.839285714285714}"
584,{2560: 0.375}
585,"{370: 0.986607142857143, 1250: 0.907738095238095, 3032: 1.36011904761905, 2101: 0.257440476190476}"
586,{}
587,{1939: 0.974702380952381}
588,"{3467: 0.81547619047619, 4555: 1.29166666666667}"
589,"{58: 0.71577380952381, 296: 0.511904761904762, 3973: 0.526785714285714}"
590,{2026: 0.8125}
591,{146: 1.22321428571429}
592,{2914: 0.650297619047619}
593,{359: 0.297619047619048}
594,"{789: 0.779761904761905, 2543: 0.516369047619048, 2877: 0.227678571428571, 3260: 0.607142857142857}"
595,"{1188: 0.327380952380952, 1223: 0.470238095238095, 1483: 0.488095238095238, 3187: 0.849702380952381, 3526: 0.199404761904762, 4202: 0.800595238095238, 4627: 0.59077380952381}"
596,"{309: 0.129464285714286, 2606: 0.943452380952381, 1883: 0.525297619047619, 2059: 0.416666666666667}"
597,"{3485: 0.930059523809524, 4260: 0.729166666666667, 4575: 0.568452380952381}"
598,"{431: 2.18452380952381, 1321: 0.34077380952381, 2990: 0.458333333333333}"
599,"{2644: 0.633928571428571, 2041: 0.62797619047619, 4589: 1.4375}"
600,"{352: 0.78125, 1921: 1.43303571428571}"
601,"{851: 0.540178571428571, 2980: 1.81547619047619}"
602,"{3872: 1.26488095238095, 3395: 0.811011904761905, 4463: 0.532738095238095}"
603,{}
604,"{3271: 0.376488095238095, 4313: 0.514880952380952}"
605,"{660: 0.464285714285714, 2515: 0.75, 3454: 0.757440476190476, 4156: 1.28571428571429}"
606,"{3574: 0.449404761904762, 4688: 0.880952380952381}"
607,{1264: 0.491071428571429}
608,"{2930: 0.511904761904762, 1548: 0.772321428571429, 3663: 0.386904761904762}"
609,"{153: 0.489583333333333, 2689: 1.25892857142857, 1509: 0.96577380952381, 1596: 2.25}"
610,"{477: 0.666666666666667, 1769: 0.678571428571429, 1955: 1.36904761904762, 3718: 2.76785714285714}"
611,{665: 0.880952380952381}
612,"{330: 1.25892857142857, 1370: 0.520833333333333}"
613,"{2708: 0.75297619047619, 3656: 0.455357142857143, 3146: 0.782738095238095, 4152: 1.64880952380952}"
614,"{87: 0.674107142857143, 344: 0.662202380952381, 453: 0.449404761904762, 1522: 0.141369047619048, 2048: 0.94047619047619}"
615,"{2700: 1.41071428571429, 2349: 0.572916666666667, 3878: 0.875, 4052: 0.84375}"
616,{}
617,"{1842: 0.566964285714286, 3580: 0.407738095238095, 4696: 1.29166666666667}"
618,"{304: 1.33035714285714, 906: 0.967261904761905, 1697: 0.477678571428571, 1907: 1.05952380952381, 3577: 1.74404761904762, 4692: 0.575892857142857}"
619,"{1190: 2.03571428571429, 2812: 0.947916666666667, 1710: 1.39285714285714, 3300: 0.230654761904762, 4352: 0.541666666666667}"
620,{}
621,"{491: 0.696428571428571, 1048: 0.915178571428571, 2524: 1.70982142857143, 3611: 1.9047619047619}"
622,"{169: 0.418154761904762, 832: 1.86607142857143, 1452: 0.276785714285714}"
623,"{504: 0.828869047619048, 561: 0.589285714285714, 592: 0.428571428571429, 1805: 0.723214285714286, 3910: 1.07142857142857, 3392: 0.12797619047619, 3522: 0.769345238095238, 4459: 0.138392857142857}"
624,"{8: 1.5297619047619, 67: 1.85714285714286, 122: 0.705357142857143, 576: 1.23809523809524, 742: 0.388392857142857, 1079: 0.43452380952381, 1197: 0.568452380952381, 1646: 0.476190476190476, 3472: 1.51785714285714, 4560: 1.51190476190476, 4569: 1.96428571428571}"
625,"{182: 0.31547619047619, 1599: 1.68452380952381, 1952: 0.331845238095238, 1972: 1.49107142857143, 3740: 1.98214285714286}"
626,"{184: 0.764880952380952, 918: 0.181547619047619, 1179: 1.86607142857143, 2069: 0.525297619047619}"
627,{3753: 0.130952380952381}
628,{}
629,{3021: 0.699404761904762}
630,{2336: 0.964285714285714}
631,"{484: 0.769345238095238, 828: 1.22916666666667}"
632,{}
633,{1276: 0.200892857142857}
634,"{2636: 0.291666666666667, 4249: 0.712797619047619}"
635,"{392: 0.888392857142857, 3139: 0.614583333333333, 4144: 0.25}"
636,{2044: 0.416666666666667}
637,"{1904: 0.901785714285714, 3370: 1.41369047619048, 4434: 0.476190476190476}"
638,{735: 2.42410714285714}
639,"{496: 0.757440476190476, 1679: 0.257440476190476, 1755: 0.459821428571429, 2454: 1.66369047619048}"
640,"{2968: 1.30952380952381, 3063: 0.297619047619048, 1720: 0.709821428571429}"
641,"{861: 0.357142857142857, 963: 0.691964285714286, 1263: 0.333333333333333, 3018: 0.791666666666667, 4065: 0.349702380952381}"
