B_index,B_id,Latitude,Longitude,Start_time,End_time,Tags,B_Size,B_Cost,Influence,Zone,Cost
552,435208,34.037988,-118.250834,00:14,00:15,Funeral Home,120,2678.52,0.178571428571429,0,0.01704321204026425
553,435208,34.037988,-118.250834,00:15,00:16,University,202,4508.842,0.300595238095238,0,0.02954429474190961
554,435208,34.037988,-118.250834,00:16,00:17,French Restaurant,513,11450.673,0.763392857142857,0,0.0739660658632034
555,435208,34.037988,-118.250834,00:17,00:18,Laundry Service,363,8102.523,1.62053571428571,0,0.14932204452162384
556,435208,34.037988,-118.250834,00:18,00:19,Neighborhood,449,10022.129,0.668154761904762,0,0.06953473854846878
557,435208,34.037988,-118.250834,00:20,00:21,Government Building,259,5781.139,0.385416666666667,0,0.03526237914890771
558,435208,34.037988,-118.250834,00:22,00:23,Playground,176,3928.496,0.261904761904762,0,0.026764754347061253
559,435208,34.037988,-118.250834,00:23,00:24,Flower Shop,462,10312.302,0.6875,0,0.07431469868465623
560,435208,34.037988,-118.250834,00:24,00:25,Tea Room,585,13057.785,0.870535714285714,0,0.09131598918477189
561,435208,34.037988,-118.250834,00:28,00:29,Car Dealership,132,2946.372,0.589285714285714,0,0.05901208619431597
562,435208,34.037988,-118.250834,00:29,00:30,Sporting Goods Shop,424,9464.104,0.630952380952381,0,0.058827998777922684
563,435208,34.037988,-118.250834,00:35,00:36,College Theater,194,4330.274,0.288690476190476,0,0.029824640966794096
564,435208,34.037988,-118.250834,00:39,00:40,Middle Eastern Restaurant,416,9285.536,1.23809523809524,0,0.12613134009646393
565,435208,34.037988,-118.250834,00:42,00:43,Road,552,12321.192,0.821428571428571,0,0.07803618850681905
566,435208,34.037988,-118.250834,00:43,00:44,Fish & Chips Shop,174,3883.854,0.776785714285714,0,0.07252718977084122
567,435208,34.037988,-118.250834,00:44,00:45,Gluten-free Restaurant,273,6093.633,0.8125,0,0.07832381344333762
568,435208,34.037988,-118.250834,00:46,00:47,Nightlife Spot,196,4374.916,0.583333333333333,0,0.061833443614113096
569,435208,34.037988,-118.250834,00:47,00:48,Planetarium,212,4732.052,0.630952380952381,0,0.05742974421966714
570,435208,34.037988,-118.250834,00:49,00:50,Salon / Barbershop,257,5736.497,0.382440476190476,0,0.03866153818745344
571,435208,34.037988,-118.250834,00:50,00:51,Trade School,381,8504.301,0.566964285714286,0,0.0536208303263791
572,435208,34.037988,-118.250834,00:51,00:52,Convention Center,180,4017.78,0.267857142857143,0,0.025753580090501986
573,435208,34.037988,-118.250834,00:52,00:53,Internet Cafe,601,13414.921,1.78869047619048,0,0.18131893934098792
574,435208,34.037988,-118.250834,00:53,00:54,Flea Market,133,2968.693,0.395833333333333,0,0.039768731192751
575,435208,34.037988,-118.250834,00:54,00:55,Plaza,651,14530.971,0.96875,0,0.09944887281293788
576,435208,34.037988,-118.250834,00:55,00:56,Ski Area,416,9285.536,1.23809523809524,0,0.12447233115727255
577,435208,34.037988,-118.250834,00:56,00:57,Laundry Service,534,11919.414,0.794642857142857,0,0.07954488684976616
578,435208,34.037988,-118.250834,00:57,00:58,General Entertainment,517,11539.957,1.53869047619048,0,0.1548095819787371
579,435208,34.037988,-118.250834,00:58,00:59,Garden Center,608,13571.168,1.80952380952381,0,0.16953193906498276
580,435208,34.037988,-118.250834,01:02,01:03,Car Wash,427,9531.067,0.635416666666667,0,0.057201853191097676
581,435208,34.037988,-118.250834,01:03,01:04,Food,516,11517.636,0.767857142857143,0,0.08076418300647761
582,435208,34.037988,-118.250834,01:04,01:05,Animal Shelter,525,11718.525,0.78125,0,0.07606356787866972
583,435208,34.037988,-118.250834,01:07,01:08,Ramen / Noodle House,300,6696.3,0.446428571428571,0,0.04772385107429987
584,435208,34.037988,-118.250834,01:08,01:09,Internet Cafe,374,8348.054,0.556547619047619,0,0.05631769281366139
585,435208,34.037988,-118.250834,01:09,01:10,Bagel Shop,337,7522.177,0.501488095238095,0,0.04908557978517967
586,435208,34.037988,-118.250834,01:11,01:12,Home (private),319,7120.399,0.474702380952381,0,0.04548763432075945
587,435208,34.037988,-118.250834,01:13,01:14,Caribbean Restaurant,124,2767.804,0.369047619047619,0,0.039404484504853135
588,435208,34.037988,-118.250834,01:14,01:15,Garden,178,3973.138,0.264880952380952,0,0.028007179083383675
589,435208,34.037988,-118.250834,01:15,01:16,Medical Center,513,11450.673,1.52678571428571,0,0.15918396504617388
590,435208,34.037988,-118.250834,01:16,01:17,Coffee Shop,663,14798.823,0.986607142857143,0,0.10466762635603535
591,435208,34.037988,-118.250834,01:19,01:20,Beer Garden,129,2879.409,0.383928571428571,0,0.03554496960685014
592,435208,34.037988,-118.250834,01:20,01:21,Financial or Legal Service,144,3214.224,0.428571428571429,0,0.04309782661426285
593,435208,34.037988,-118.250834,01:22,01:23,Smoke Shop,220,4910.62,0.982142857142857,0,0.09607637809279064
594,435208,34.037988,-118.250834,01:25,01:26,Salad Place,585,13057.785,1.74107142857143,0,0.15825390227071454
595,435208,34.037988,-118.250834,01:27,01:28,Seafood Restaurant,376,8392.696,0.55952380952381,0,0.06006168257158725
596,435208,34.037988,-118.250834,01:28,01:29,Furniture / Home Store,322,7187.362,0.958333333333333,0,0.08811056152486912
597,435208,34.037988,-118.250834,01:29,01:30,Drugstore / Pharmacy,160,3571.36,0.238095238095238,0,0.021630205078754593
598,435208,34.037988,-118.250834,01:30,01:31,Paper / Office Supplies Store,390,8705.19,0.580357142857143,0,0.0633312175358297
599,435208,34.037988,-118.250834,01:32,01:33,Candy Store,322,7187.362,1.4375,0,0.14983134632039702
600,435208,34.037988,-118.250834,01:35,01:36,Turkish Restaurant,571,12745.291,0.849702380952381,0,0.07786565257732872
601,435208,34.037988,-118.250834,01:38,01:39,Bookstore,277,6182.917,1.23660714285714,0,0.1246868666508486
602,435208,34.037988,-118.250834,01:40,01:41,Sushi Restaurant,581,12968.501,0.864583333333333,0,0.08141677230242125
603,435208,34.037988,-118.250834,01:42,01:43,Swiss Restaurant,457,10200.697,0.680059523809524,0,0.06400581704427805
604,435208,34.037988,-118.250834,01:45,01:46,Library,370,8258.77,1.10119047619048,0,0.12072233372971028
605,435208,34.037988,-118.250834,01:47,01:48,Neighborhood,426,9508.746,0.633928571428571,0,0.06801743892460012
606,435208,34.037988,-118.250834,01:48,01:49,Storage Facility,368,8214.128,0.547619047619048,0,0.057386683630865395
607,435208,34.037988,-118.250834,01:49,01:50,Vegetarian / Vegan Restaurant,616,13749.736,0.916666666666667,0,0.08637538583634795
608,435208,34.037988,-118.250834,01:50,01:51,Restaurant,142,3169.582,0.211309523809524,0,0.022833311500572794
609,435208,34.037988,-118.250834,01:53,01:54,Fish & Chips Shop,281,6272.201,0.418154761904762,0,0.04372091493828535
610,435208,34.037988,-118.250834,01:54,01:55,Ice Cream Shop,98,2187.458,0.145833333333333,0,0.014726922146564972
611,435208,34.037988,-118.250834,01:55,01:56,Outdoors & Recreation,246,5490.966,0.366071428571429,0,0.03420516049542806
612,435208,34.037988,-118.250834,01:57,01:58,Salad Place,284,6339.164,0.845238095238095,0,0.0789039727363087
613,435208,34.037988,-118.250834,01:58,01:59,Nail Salon,514,11472.994,0.764880952380952,0,0.07745805113469187
614,435208,34.037988,-118.250834,01:59,02:00,Aquarium,542,12097.982,0.806547619047619,0,0.07626771329813267
615,435208,34.037988,-118.250834,02:01,02:02,Korean Restaurant,341,7611.461,1.01488095238095,0,0.10633788849431527
616,435208,34.037988,-118.250834,02:02,02:03,Playground,586,13080.106,0.87202380952381,0,0.09043349420826821
617,435208,34.037988,-118.250834,02:03,02:04,Molecular Gastronomy Restaurant,651,14530.971,0.96875,0,0.10146307331270546
618,435208,34.037988,-118.250834,02:05,02:06,Garden,341,7611.461,0.507440476190476,0,0.0476993131149384
619,435208,34.037988,-118.250834,02:06,02:07,Light Rail,126,2812.446,0.1875,0,0.01837854780816481
620,435208,34.037988,-118.250834,02:07,02:08,Arts & Entertainment,326,7276.646,1.45535714285714,0,0.135944042994598
621,435208,34.037988,-118.250834,02:08,02:09,Playground,563,12566.723,3.35119047619048,0,0.3234619627404114
622,435208,34.037988,-118.250834,02:10,02:11,Toy / Game Store,235,5245.435,0.349702380952381,0,0.032194399645585466
623,435208,34.037988,-118.250834,02:13,02:14,Afghan Restaurant,303,6763.263,0.450892857142857,0,0.04624227139270833
624,435208,34.037988,-118.250834,02:14,02:15,Military Base,565,12611.365,1.68154761904762,0,0.18376989432559268
625,435208,34.037988,-118.250834,02:21,02:22,Scandinavian Restaurant,655,14620.255,0.974702380952381,0,0.09678580522386404
626,435208,34.037988,-118.250834,02:22,02:23,Financial or Legal Service,580,12946.18,0.863095238095238,0,0.09136688757533339
627,435208,34.037988,-118.250834,02:23,02:24,Photography Lab,447,9977.487,0.665178571428571,0,0.06930565682644924
628,435208,34.037988,-118.250834,02:28,02:29,Housing Development,161,3593.681,0.239583333333333,0,0.024924486120555932
629,435208,34.037988,-118.250834,02:30,02:31,Gym / Fitness Center,578,12901.538,1.7202380952381,0,0.18795842346128083
630,435208,34.037988,-118.250834,02:34,02:35,Molecular Gastronomy Restaurant,100,2232.1,0.148809523809524,0,0.01467127607421786
631,435208,34.037988,-118.250834,02:35,02:36,Sculpture Garden,343,7656.103,0.510416666666667,0,0.04600647191009806
632,435208,34.037988,-118.250834,02:38,02:39,Hobby Shop,149,3325.829,0.665178571428571,0,0.06932177925516689
633,435208,34.037988,-118.250834,02:39,02:40,Factory,566,12633.686,1.68452380952381,0,0.15302185427931778
634,435208,34.037988,-118.250834,02:41,02:42,German Restaurant,653,14575.613,0.97172619047619,0,0.09362265595786827
635,435208,34.037988,-118.250834,02:42,02:43,Art Museum,147,3281.187,0.21875,0,0.019834943005240652
636,435208,34.037988,-118.250834,02:43,02:44,American Restaurant,550,12276.55,1.63690476190476,0,0.16292783761971177
637,435208,34.037988,-118.250834,02:44,02:45,Ramen / Noodle House,530,11830.13,0.788690476190476,0,0.08427521444210126
638,435208,34.037988,-118.250834,02:45,02:46,Temple,229,5111.509,0.34077380952381,0,0.033245206817538134
639,435208,34.037988,-118.250834,02:47,02:48,African Restaurant,326,7276.646,0.970238095238095,0,0.09120467909929852
640,435208,34.037988,-118.250834,02:48,02:49,Mac & Cheese Joint,121,2700.841,0.180059523809524,0,0.016490719234577563
641,435208,34.037988,-118.250834,02:49,02:50,Elementary School,315,7031.115,0.46875,0,0.0470600239394279
642,435208,34.037988,-118.250834,02:50,02:51,Smoke Shop,298,6651.658,0.443452380952381,0,0.04106005678947973
643,435208,34.037988,-118.250834,02:51,02:52,Tapas Restaurant,568,12678.328,0.845238095238095,0,0.0891683619729551
644,435208,34.037988,-118.250834,02:52,02:53,Paper / Office Supplies Store,419,9352.499,0.623511904761905,0,0.060129171297454195
645,435208,34.037988,-118.250834,02:53,02:54,Cemetery,294,6562.374,0.4375,0,0.041440021802058566
646,435208,34.037988,-118.250834,02:54,02:55,Snack Place,402,8973.042,0.598214285714286,0,0.05436532865259021
647,435208,34.037988,-118.250834,02:55,02:56,Campground,477,10647.117,0.709821428571429,0,0.07434217766631859
648,435208,34.037988,-118.250834,02:56,02:57,Public Art,249,5557.929,0.370535714285714,0,0.03845379179956627
649,435208,34.037988,-118.250834,02:57,02:58,Sushi Restaurant,101,2254.421,0.150297619047619,0,0.015156344819816755
650,435208,34.037988,-118.250834,03:00,03:01,Car Wash,437,9754.277,0.650297619047619,0,0.06742121140397524
651,435208,34.037988,-118.250834,03:04,03:05,Malaysian Restaurant,289,6450.769,0.430059523809524,0,0.04151791713305997
652,435208,34.037988,-118.250834,03:05,03:06,Flower Shop,499,11138.179,2.22767857142857,0,0.22742604997815358
653,435208,34.037988,-118.250834,03:07,03:08,BBQ Joint,578,12901.538,1.7202380952381,0,0.18082576204157558
654,435208,34.037988,-118.250834,03:09,03:10,Racetrack,321,7165.041,0.477678571428571,0,0.051952328199353325
655,435208,34.037988,-118.250834,03:12,03:13,Spa / Massage,560,12499.76,0.833333333333333,0,0.0896213406235026
656,435208,34.037988,-118.250834,03:13,03:14,Zoo,652,14553.292,0.970238095238095,0,0.09539257202659082
657,435208,34.037988,-118.250834,03:15,03:16,Soup Place,207,4620.447,0.308035714285714,0,0.029570518908628267
658,435208,34.037988,-118.250834,03:16,03:17,Tattoo Parlor,542,12097.982,0.806547619047619,0,0.08022523205608356
659,435208,34.037988,-118.250834,03:17,03:18,Smoke Shop,390,8705.19,0.580357142857143,0,0.05660679275155568
660,435208,34.037988,-118.250834,03:18,03:19,Portuguese Restaurant,312,6964.152,0.464285714285714,0,0.04811563429457265
661,435208,34.037988,-118.250834,03:20,03:21,Video Store,200,4464.2,0.595238095238095,0,0.06039250350230775
662,435208,34.037988,-118.250834,03:23,03:24,Automotive Shop,297,6629.337,0.883928571428571,0,0.08967480221565781
663,435208,34.037988,-118.250834,03:24,03:25,Brazilian Restaurant,533,11897.093,0.793154761904762,0,0.08026454478322803
664,435208,34.037988,-118.250834,03:26,03:27,Bank,425,9486.425,2.5297619047619,0,0.24617496561112345
665,435208,34.037988,-118.250834,03:27,03:28,Fraternity House,592,13214.032,0.880952380952381,0,0.08601723203347986
666,435208,34.037988,-118.250834,03:28,03:29,Parking,612,13660.452,1.82142857142857,0,0.17634348221373314
667,435208,34.037988,-118.250834,03:35,03:36,Seafood Restaurant,240,5357.04,0.357142857142857,0,0.03721791180341316
668,435208,34.037988,-118.250834,03:38,03:39,Greek Restaurant,625,13950.625,0.930059523809524,0,0.09654700126925919
669,435208,34.037988,-118.250834,03:39,03:40,Food Truck,245,5468.645,0.364583333333333,0,0.03496252701439498
670,435208,34.037988,-118.250834,03:40,03:41,Event Space,595,13280.995,1.77083333333333,0,0.19218389941189953
671,435208,34.037988,-118.250834,03:42,03:43,Internet Cafe,207,4620.447,0.308035714285714,0,0.0326109695791417
672,435208,34.037988,-118.250834,03:43,03:44,Elementary School,229,5111.509,0.34077380952381,0,0.03367591942352054
673,435208,34.037988,-118.250834,03:47,03:48,Record Shop,192,4285.632,0.571428571428571,0,0.05444854521639357
674,435208,34.037988,-118.250834,03:49,03:50,Motorcycle Shop,95,2120.495,0.141369047619048,0,0.01364706601606075
675,435208,34.037988,-118.250834,03:52,03:53,Gastropub,324,7232.004,0.482142857142857,0,0.043867969065268755
676,435208,34.037988,-118.250834,03:53,03:54,Swiss Restaurant,425,9486.425,1.89732142857143,0,0.18281788668131843
677,435208,34.037988,-118.250834,03:57,03:58,Arcade,629,14039.909,0.936011904761905,0,0.09779205522775644
678,435208,34.037988,-118.250834,03:58,03:59,Cajun / Creole Restaurant,533,11897.093,0.793154761904762,0,0.0826890164904791
679,435208,34.037988,-118.250834,03:59,04:00,Convention Center,84,1874.964,0.25,0,0.025203723469223505
680,435208,34.037988,-118.250834,04:00,04:01,Travel & Transport,135,3013.335,0.200892857142857,0,0.02057157027532252
681,435208,34.037988,-118.250834,04:01,04:02,Ski Area,234,5223.114,0.348214285714286,0,0.03644947099613034
682,435208,34.037988,-118.250834,04:02,04:03,Recycling Facility,89,1986.569,0.132440476190476,0,0.01254265574183205
683,435208,34.037988,-118.250834,04:03,04:04,Temple,182,4062.422,0.270833333333333,0,0.029021770475978797
684,435208,34.037988,-118.250834,04:05,04:06,Cupcake Shop,401,8950.721,1.19345238095238,0,0.11851024478268868
685,435208,34.037988,-118.250834,04:06,04:07,Beach,411,9173.931,1.22321428571429,0,0.11345976640121677
686,435208,34.037988,-118.250834,04:08,04:09,Community College,635,14173.835,0.944940476190476,0,0.08829879447858482
687,435208,34.037988,-118.250834,04:09,04:10,African Restaurant,473,10557.833,0.703869047619048,0,0.06504369168096898
688,435208,34.037988,-118.250834,04:11,04:12,Moroccan Restaurant,651,14530.971,0.96875,0,0.09344715877899484
689,435208,34.037988,-118.250834,04:14,04:15,Taxi,557,12432.797,0.828869047619048,0,0.08932718437359383
690,435208,34.037988,-118.250834,04:16,04:17,Ice Cream Shop,451,10066.771,0.671130952380952,0,0.07308988478850233
691,435208,34.037988,-118.250834,04:17,04:18,Gas Station / Garage,367,8191.807,0.546130952380952,0,0.04932957895563992
692,435208,34.037988,-118.250834,04:18,04:19,Professional & Other Places,512,11428.352,1.52380952380952,0,0.15403948238667706
693,435208,34.037988,-118.250834,04:19,04:20,Sushi Restaurant,653,14575.613,0.97172619047619,0,0.09630223147194322
694,435208,34.037988,-118.250834,04:21,04:22,Shrine,427,9531.067,1.90625,0,0.1737406330831873
695,435208,34.037988,-118.250834,04:24,04:25,Gluten-free Restaurant,669,14932.749,0.995535714285714,0,0.10676241937893624
696,435208,34.037988,-118.250834,04:27,04:28,Fish & Chips Shop,567,12656.007,0.84375,0,0.0843302747718304
697,435208,34.037988,-118.250834,04:28,04:29,Pool,259,5781.139,0.385416666666667,0,0.03710569960719587
698,435208,34.037988,-118.250834,04:30,04:31,Bowling Alley,201,4486.521,0.598214285714286,0,0.06260092126966231
699,435208,34.037988,-118.250834,04:31,04:32,Ethiopian Restaurant,224,4999.904,0.666666666666667,0,0.06719820086556737
700,435208,34.037988,-118.250834,04:35,04:36,Art Gallery,159,3549.039,0.236607142857143,0,0.02199239539132092
701,435208,34.037988,-118.250834,04:36,04:37,Bike Shop,205,4575.805,0.610119047619048,0,0.06445061826518789
702,435208,34.037988,-118.250834,04:37,04:38,Subway,593,13236.353,1.76488095238095,0,0.16985342080959645
703,435208,34.037988,-118.250834,04:38,04:39,Photography Lab,262,5848.102,1.55952380952381,0,0.14249671942150316
704,435208,34.037988,-118.250834,04:39,04:40,Fast Food Restaurant,653,14575.613,0.97172619047619,0,0.09224682180007511
705,435208,34.037988,-118.250834,04:40,04:41,American Restaurant,391,8727.511,1.74553571428571,0,0.18844301703067942
706,435208,34.037988,-118.250834,04:42,04:43,Scandinavian Restaurant,389,8682.869,0.578869047619048,0,0.06345046089873613
707,435208,34.037988,-118.250834,04:43,04:44,Sandwich Place,572,12767.612,1.70238095238095,0,0.15856089228190812
708,435208,34.037988,-118.250834,04:44,04:45,Arts & Entertainment,283,6316.843,0.421130952380952,0,0.03919367326182519
709,435208,34.037988,-118.250834,04:45,04:46,Other Nightlife,407,9084.647,0.605654761904762,0,0.055464006550792214
710,435208,34.037988,-118.250834,04:46,04:47,Photography Lab,443,9888.203,0.65922619047619,0,0.0711377787417378
711,435208,34.037988,-118.250834,04:47,04:48,General College & University,587,13102.427,1.74702380952381,0,0.17661560903328039
712,435208,34.037988,-118.250834,04:48,04:49,Korean Restaurant,591,13191.711,1.75892857142857,0,0.16008201942865166
713,435208,34.037988,-118.250834,04:49,04:50,Tattoo Parlor,653,14575.613,2.91517857142857,0,0.29910138580756096
714,435208,34.037988,-118.250834,04:51,04:52,Nightlife Spot,92,2053.532,0.136904761904762,0,0.014597468114865977
715,435208,34.037988,-118.250834,04:54,04:55,Mosque,279,6227.559,0.415178571428571,0,0.04260380255143406
716,435208,34.037988,-118.250834,04:56,04:57,Board Shop,210,4687.41,0.625,0,0.06487757033329078
717,435208,34.037988,-118.250834,04:59,05:00,Church,505,11272.105,0.751488095238095,0,0.08063811692063202
718,435208,34.037988,-118.250834,05:00,05:01,Gas Station / Garage,429,9575.709,0.638392857142857,0,0.06710750126556353
719,435208,34.037988,-118.250834,05:04,05:05,Music Venue,140,3124.94,0.416666666666667,0,0.04210520097138162
720,435208,34.037988,-118.250834,05:08,05:09,Video Game Store,662,14776.502,0.985119047619047,0,0.09429624669046631
721,435208,34.037988,-118.250834,05:09,05:10,Arts & Crafts Store,98,2187.458,0.145833333333333,0,0.013808053179874344
722,435208,34.037988,-118.250834,05:10,05:11,BBQ Joint,326,7276.646,0.485119047619048,0,0.04760784179639664
723,435208,34.037988,-118.250834,05:11,05:12,Event Space,251,5602.571,0.373511904761905,0,0.03955123793279292
724,435208,34.037988,-118.250834,05:12,05:13,Law School,582,12990.822,0.866071428571429,0,0.07950855911390643
725,435208,34.037988,-118.250834,05:13,05:14,Parking,232,5178.472,0.69047619047619,0,0.06679992555521588
726,435208,34.037988,-118.250834,05:14,05:15,Australian Restaurant,252,5624.892,0.75,0,0.07277651088338565
727,435208,34.037988,-118.250834,05:15,05:16,Convenience Store,606,13526.526,0.901785714285714,0,0.08626759367446965
728,435208,34.037988,-118.250834,05:18,05:19,Convenience Store,477,10647.117,0.709821428571429,0,0.07350621945301325
729,435208,34.037988,-118.250834,05:20,05:21,Video Game Store,247,5513.287,0.367559523809524,0,0.0368260058355923
730,435208,34.037988,-118.250834,05:23,05:24,Greek Restaurant,216,4821.336,0.321428571428571,0,0.034617973847775034
731,435208,34.037988,-118.250834,05:24,05:25,Embassy / Consulate,156,3482.076,0.232142857142857,0,0.021665945978479317
732,435208,34.037988,-118.250834,05:27,05:28,Eastern European Restaurant,498,11115.858,0.741071428571429,0,0.06917175983082625
733,435208,34.037988,-118.250834,05:30,05:31,Art Gallery,154,3437.434,0.229166666666667,0,0.022077072243075976
734,435208,34.037988,-118.250834,05:31,05:32,Beach,559,12477.439,0.831845238095238,0,0.07492473967069332
735,435208,34.037988,-118.250834,05:32,05:33,Ski Area,543,12120.303,2.42410714285714,0,0.24660539165606887
736,435208,34.037988,-118.250834,05:33,05:34,Castle,589,13147.069,0.876488095238095,0,0.07932292788910511
737,435208,34.037988,-118.250834,05:34,05:35,Hobby Shop,610,13615.81,1.81547619047619,0,0.19423326407835712
738,435208,34.037988,-118.250834,05:35,05:36,Mobile Phone Shop,452,10089.092,1.3452380952381,0,0.13057267549681667
739,435208,34.037988,-118.250834,05:36,05:37,Sculpture Garden,265,5915.065,0.394345238095238,0,0.04010338949468667
740,435208,34.037988,-118.250834,05:37,05:38,Law School,623,13905.983,0.927083333333333,0,0.09864035998046969
741,435208,34.037988,-118.250834,05:40,05:41,Harbor / Marina,303,6763.263,0.450892857142857,0,0.04397122305807763
742,435208,34.037988,-118.250834,05:43,05:44,Tea Room,261,5825.781,0.388392857142857,0,0.03620796175834677
743,435208,34.037988,-118.250834,05:44,05:45,Nursery School,331,7388.251,0.492559523809524,0,0.047929232657713684
744,435208,34.037988,-118.250834,05:45,05:46,Seafood Restaurant,381,8504.301,1.13392857142857,0,0.12472043351927657
745,435208,34.037988,-118.250834,05:46,05:47,Law School,609,13593.489,2.71875,0,0.25226199021681905
746,435208,34.037988,-118.250834,05:50,05:51,Travel Lounge,513,11450.673,0.763392857142857,0,0.07409284274066909
747,435208,34.037988,-118.250834,05:52,05:53,Other Great Outdoors,345,7700.745,2.05357142857143,0,0.18976851761878938
748,435208,34.037988,-118.250834,05:53,05:54,Planetarium,202,4508.842,0.601190476190476,0,0.05810929872748529
749,435208,34.037988,-118.250834,05:54,05:55,Taxi,439,9798.919,1.30654761904762,0,0.12569450451229452
750,435208,34.037988,-118.250834,05:55,05:56,Caribbean Restaurant,380,8481.98,1.69642857142857,0,0.15801263154399353
751,435208,34.037988,-118.250834,05:57,05:58,Mall,452,10089.092,2.01785714285714,0,0.1957292141665885
752,435208,34.037988,-118.250834,05:58,05:59,Tanning Salon,101,2254.421,0.300595238095238,0,0.031305593723121465
753,435208,34.037988,-118.250834,05:59,06:00,Home (private),516,11517.636,1.53571428571429,0,0.16819012542773054
754,435208,34.037988,-118.250834,06:03,06:04,Playground,362,8080.202,1.61607142857143,0,0.1755994402502912
755,435208,34.037988,-118.250834,06:04,06:05,Light Rail,542,12097.982,0.806547619047619,0,0.07504411606488696
756,435208,34.037988,-118.250834,06:05,06:06,Department Store,558,12455.118,0.830357142857143,0,0.07985863013890472
757,435208,34.037988,-118.250834,06:12,06:13,Brazilian Restaurant,165,3682.965,0.491071428571429,0,0.049860898127768484
758,435208,34.037988,-118.250834,06:13,06:14,Residential Building (Apartment / Condo),448,9999.808,0.666666666666667,0,0.06573347172132973
759,435208,34.037988,-118.250834,06:14,06:15,Bookstore,295,6584.695,0.438988095238095,0,0.04259658532804468
760,435208,34.037988,-118.250834,06:15,06:16,River,426,9508.746,0.633928571428571,0,0.06175765668571372
761,435208,34.037988,-118.250834,06:16,06:17,Travel & Transport,598,13347.958,1.7797619047619,0,0.19172609710616445
762,435208,34.037988,-118.250834,06:17,06:18,Australian Restaurant,207,4620.447,0.308035714285714,0,0.02836659846198487
763,435208,34.037988,-118.250834,06:20,06:21,Medical School,228,5089.188,0.339285714285714,0,0.03347691358123773
764,435208,34.037988,-118.250834,06:22,06:23,Dummy,359,8013.239,0.53422619047619,0,0.049492391314625434
765,435208,34.037988,-118.250834,06:24,06:25,Paper / Office Supplies Store,302,6740.942,0.449404761904762,0,0.04141180695857491
766,435208,34.037988,-118.250834,06:25,06:26,Salon / Barbershop,334,7455.214,0.49702380952381,0,0.05198488281067641
767,435208,34.037988,-118.250834,06:26,06:27,Spiritual Center,83,1852.643,0.123511904761905,0,0.012127382450782483
768,435208,34.037988,-118.250834,06:29,06:30,Scenic Lookout,153,3415.113,0.227678571428571,0,0.02086562005491733
769,435208,34.037988,-118.250834,06:30,06:31,History Museum,591,13191.711,0.879464285714286,0,0.09562716915372907
770,435208,34.037988,-118.250834,06:32,06:33,Bridge,175,3906.175,0.260416666666667,0,0.026164147461360966
771,435208,34.037988,-118.250834,06:35,06:36,Military Base,199,4441.879,0.296130952380952,0,0.02940298918806262
772,435208,34.037988,-118.250834,06:38,06:39,High School,560,12499.76,0.833333333333333,0,0.0797005985491453
773,435208,34.037988,-118.250834,06:39,06:40,Temple,161,3593.681,0.239583333333333,0,0.025007037210113985
774,435208,34.037988,-118.250834,06:40,06:41,Event Space,303,6763.263,0.901785714285714,0,0.09503629103797187
775,435208,34.037988,-118.250834,06:42,06:43,Asian Restaurant,495,11048.895,0.736607142857143,0,0.07579419449753076
776,435208,34.037988,-118.250834,06:43,06:44,Hotel,101,2254.421,0.150297619047619,0,0.015555652124781438
777,435208,34.037988,-118.250834,06:44,06:45,Temple,561,12522.081,0.834821428571429,0,0.09175339170379926
778,435208,34.037988,-118.250834,06:46,06:47,Salad Place,483,10781.043,0.71875,0,0.0702856878967826
779,435208,34.037988,-118.250834,06:47,06:48,Medical Center,192,4285.632,0.285714285714286,0,0.03071632281859299
780,435208,34.037988,-118.250834,06:48,06:49,Mediterranean Restaurant,393,8772.153,0.584821428571429,0,0.055652050581959225
781,435208,34.037988,-118.250834,06:49,06:50,High School,457,10200.697,2.04017857142857,0,0.21331613958545947
782,435208,34.037988,-118.250834,06:50,06:51,Spa / Massage,302,6740.942,0.449404761904762,0,0.04459992409398182
783,435208,34.037988,-118.250834,06:55,06:56,Clothing Store,664,14821.144,1.97619047619048,0,0.17875593882536253
784,435208,34.037988,-118.250834,06:59,07:00,High School,464,10356.944,1.38095238095238,0,0.1474093516523606
785,435208,34.037988,-118.250834,07:00,07:01,Tapas Restaurant,227,5066.867,1.01339285714286,0,0.09539053072283053
786,435208,34.037988,-118.250834,07:01,07:02,Subway,394,8794.474,0.586309523809524,0,0.06221135099040642
787,435208,34.037988,-118.250834,07:02,07:03,American Restaurant,399,8906.079,0.59375,0,0.05958627612363722
788,435208,34.037988,-118.250834,07:03,07:04,College & University,150,3348.15,0.223214285714286,0,0.02115746507793993
789,435208,34.037988,-118.250834,07:04,07:05,Sushi Restaurant,262,5848.102,0.779761904761905,0,0.08413743260771321
790,435208,34.037988,-118.250834,07:05,07:06,Bike Shop,229,5111.509,0.34077380952381,0,0.03677776982435443
791,435208,34.037988,-118.250834,07:06,07:07,Steakhouse,178,3973.138,0.529761904761905,0,0.05098918799914589
792,435208,34.037988,-118.250834,07:08,07:09,Donut Shop,412,9196.252,0.613095238095238,0,0.058460100981855966
793,435208,34.037988,-118.250834,07:09,07:10,History Museum,547,12209.587,0.813988095238095,0,0.07523458945286841
794,435208,34.037988,-118.250834,07:10,07:11,Ramen / Noodle House,229,5111.509,0.34077380952381,0,0.03608939339770338
