UserId,Influenced Billboards
263,{4168: 0.1254420338335085}
264,"{248: 0.0115999235400936, 254: 0.0115999235400936, 282: 0.0231998470801873, 2874: 0.2867246487623053, 3686: 0.0339998088502341}"
265,"{2251: 0.0298193634712797, 2874: 0.2867246487623053, 4057: 0.2508840676670171, 4732: 0.0471834082003249, 4809: 0.0458759438019688, 9599: 0.0045875943801968, 9601: 0.0011468985950492, 9720: 0.0045875943801968, 9722: 0.0011468985950492, 9841: 0.0045875943801968, 9843: 0.0011468985950492, 9962: 0.0045875943801968, 9964: 0.0011468985950492, 10083: 0.0045875943801968, 10085: 0.0011468985950492, 10259: 0.0022937971900984, 10294: 0.0034406957851476, 10460: 0.0022937971900984, 10495: 0.0034406957851476, 10661: 0.0022937971900984, 10696: 0.0034406957851476}"
266,"{1476: 0.0115999235400936, 3225: 0.0334512090222689, 3236: 0.0334512090222689, 3362: 0.0143362324381152, 3373: 0.0143362324381152, 6123: 0.0267609672178151, 6467: 0.0321131606613781, 6565: 0.0115999235400936, 6603: 0.0231998470801873, 6649: 0.0115999235400936, 6687: 0.0231998470801873, 7094: 0.0115999235400936, 7095: 0.0115999235400936, 7096: 0.0115999235400936, 7143: 0.0115999235400936, 7228: 0.0115999235400936, 7624: 0.8644748160183503, 7814: 0.0716811621905763, 7820: 0.0716811621905763, 7829: 0.0358405810952881, 7985: 0.0596387269425595, 7991: 0.0596387269425595, 8000: 0.0298193634712797, 9150: 1.1070438688712607, 9322: 0.7380292459141737, 9335: 0.0384688903756092, 9373: 0.0384688903756092, 10230: 0.0034406957851476, 10431: 0.0034406957851476, 10632: 0.0034406957851476, 10803: 0.0027052470610723, 10804: 0.0027052470610723, 10805: 0.0027052470610723}"
267,"{356: 0.0231998470801873, 357: 0.0115999235400936, 359: 0.0115999235400936, 372: 0.0115999235400936, 385: 0.0115999235400936, 600: 0.0115999235400936, 601: 0.0115999235400936, 602: 0.0115999235400936, 603: 0.0115999235400936, 605: 0.0115999235400936, 606: 0.0115999235400936, 613: 0.0115999235400936, 614: 0.0115999235400936, 615: 0.0115999235400936, 616: 0.0115999235400936, 618: 0.0115999235400936, 619: 0.0115999235400936, 650: 0.0115999235400936, 651: 0.0115999235400936, 722: 0.0115999235400936, 723: 0.0115999235400936, 724: 0.0115999235400936, 725: 0.0115999235400936, 726: 0.0115999235400936, 727: 0.0115999235400936, 728: 0.0115999235400936, 729: 0.0231998470801873, 730: 0.0115999235400936, 731: 0.0115999235400936, 732: 0.0115999235400936, 733: 0.0115999235400936, 734: 0.0115999235400936, 767: 0.0115999235400936, 768: 0.0115999235400936, 769: 0.0115999235400936, 770: 0.0115999235400936, 772: 0.0115999235400936, 773: 0.0115999235400936, 780: 0.0115999235400936, 781: 0.0115999235400936, 782: 0.0115999235400936, 783: 0.0115999235400936, 785: 0.0115999235400936, 786: 0.0115999235400936, 855: 0.0231998470801873, 1125: 0.0231998470801873, 1292: 0.0231998470801873, 2424: 0.0963394819841345, 2542: 0.0642263213227563, 2556: 0.1284526426455127, 2859: 0.0799961770046831, 4179: 0.2508840676670171, 5261: 0.0588860747395584, 6208: 0.0231998470801873, 6209: 0.0463996941603746, 6210: 0.0115999235400936, 6211: 0.0115999235400936, 6212: 0.0115999235400936, 6213: 0.0231998470801873, 6214: 0.0463996941603746, 6215: 0.0115999235400936, 6216: 0.0115999235400936, 6217: 0.0115999235400936, 6218: 0.0231998470801873, 6219: 0.0463996941603746, 6220: 0.0115999235400936, 6221: 0.0115999235400936, 6222: 0.0115999235400936, 6223: 0.0231998470801873, 6224: 0.0463996941603746, 6225: 0.0115999235400936, 6226: 0.0115999235400936, 6227: 0.0115999235400936, 6722: 0.0115999235400936, 6738: 0.0115999235400936, 6739: 0.0115999235400936, 6740: 0.0115999235400936, 6741: 0.0115999235400936, 6742: 0.0115999235400936, 6743: 0.0115999235400936, 6744: 0.0115999235400936, 6745: 0.0231998470801873, 6746: 0.0115999235400936, 6747: 0.0115999235400936, 6748: 0.0115999235400936, 6749: 0.0115999235400936, 6750: 0.0115999235400936, 6751: 0.0115999235400936, 6752: 0.0115999235400936, 6753: 0.0115999235400936, 6754: 0.0115999235400936, 6755: 0.0115999235400936, 6756: 0.0115999235400936, 6757: 0.0115999235400936, 6758: 0.0231998470801873, 6759: 0.0115999235400936, 6760: 0.0115999235400936, 6761: 0.0115999235400936, 6762: 0.0115999235400936, 6763: 0.0115999235400936, 7574: 1.440791360030584, 7583: 2.8815827200611683, 7624: 0.8644748160183503, 7703: 0.8644748160183503, 7712: 0.8644748160183503, 7752: 1.440791360030584, 7822: 0.0358405810952881, 7993: 0.0298193634712797, 8798: 0.0321131606613781, 8806: 0.0321131606613781, 8809: 0.0321131606613781, 8811: 0.0642263213227563, 8834: 0.0321131606613781, 8835: 0.0321131606613781, 8887: 0.0321131606613781, 8893: 0.0321131606613781, 8901: 0.0321131606613781, 8904: 0.0321131606613781, 8906: 0.0642263213227563, 8957: 0.0321131606613781, 8958: 0.0321131606613781, 8997: 0.0321131606613781, 8998: 0.0321131606613781, 9104: 0.3690146229570868, 9105: 0.6150243715951448, 9150: 1.1070438688712607, 9240: 0.2460097486380579, 9241: 0.2460097486380579, 9248: 0.4920194972761158, 9295: 0.8610341202332027, 9362: 0.0384688903756092, 10135: 0.0057344929752461, 10167: 0.0011468985950492, 10336: 0.0057344929752461, 10368: 0.0011468985950492, 10537: 0.0057344929752461, 10569: 0.0011468985950492}"
268,"{1686: 0.0642263213227563, 1911: 0.0886934913504731, 2596: 0.1490968173563987, 2636: 0.0298193634712797, 2639: 0.0298193634712797, 4887: 0.0190213131988913, 5772: 0.0479021313198891, 5921: 0.0596387269425595, 7590: 1.152633088024467, 7596: 1.7289496320367008, 7611: 0.2881582720061167, 9145: 0.1230048743190289, 9147: 0.4920194972761158, 9468: 0.1538755615024371, 10155: 0.0022937971900984, 10356: 0.0022937971900984, 10557: 0.0022937971900984}"
269,"{1995: 0.1348752747777883, 1997: 0.0449584249259294, 1998: 0.1348752747777883, 2010: 0.0899168498518589, 2739: 0.119277453885119, 2835: 0.0266653923348943, 3304: 0.0334512090222689, 3441: 0.0143362324381152, 5036: 0.0748446908152537, 5234: 0.0196286915798528, 6416: 0.0182356876612826, 9434: 0.1154066711268278}"
270,"{1759: 0.0642263213227563, 2610: 0.0596387269425595, 2612: 0.0298193634712797, 2627: 0.0298193634712797, 2979: 0.1146898595049221, 2984: 0.057344929752461, 2997: 0.1720347892573831, 3007: 0.057344929752461, 3319: 0.0334512090222689, 3456: 0.0143362324381152, 4543: 0.0584918283475102, 7929: 0.0358405810952881, 8100: 0.0298193634712797, 9103: 0.4920194972761158, 9349: 0.1154066711268278, 9451: 0.0769377807512185, 9491: 0.1923444518780464}"
271,{1826: 1.9999044251170792}
272,"{3803: 0.0186371021695498, 4093: 0.3763261015005256, 8534: 0.0321131606613781, 8610: 0.0321131606613781}"
273,"{1907: 0.0886934913504731, 2049: 0.0963394819841345, 2051: 0.0321131606613781, 2054: 0.0963394819841345, 2055: 0.0642263213227563, 2057: 0.0321131606613781, 2066: 0.0321131606613781, 2618: 0.0596387269425595, 4474: 0.0194972761158367, 4882: 0.0285319697983369, 5406: 0.0286724648762305, 5767: 0.0718531969798337, 5916: 0.0894580904138392, 7594: 1.7289496320367008, 7726: 0.8644748160183503, 7739: 0.5763165440122335, 7765: 1.7289496320367008, 7948: 0.1075217432858644, 8119: 0.0894580904138392, 9263: 0.6150243715951448}"
274,"{2790: 0.0266653923348943, 4959: 0.0860173946286915, 4998: 0.0748446908152537, 5184: 0.0196286915798528, 9392: 0.0384688903756092}"
275,"{2650: 0.0298193634712797, 2651: 0.0298193634712797, 2670: 0.0596387269425595, 2685: 0.0298193634712797, 2735: 0.119277453885119, 2839: 0.0266653923348943, 3671: 0.238937207301921, 3797: 0.0372742043390996, 3933: 0.0377788397209213, 5041: 0.2245340724457613, 5237: 0.0196286915798528, 5874: 0.0182356876612826}"
276,"{10243: 0.0057344929752461, 10444: 0.0057344929752461, 10645: 0.0057344929752461}"
277,"{3021: 0.0307751123004874, 5617: 0.0963394819841345}"
278,"{151: 0.0115999235400936, 152: 0.0115999235400936, 165: 0.0115999235400936, 166: 0.0115999235400936, 1504: 0.0115999235400936, 1523: 0.0115999235400936, 4315: 0.0516104367772149, 9032: 0.0027052470610723}"
279,"{3003: 0.1146898595049221, 4187: 0.3763261015005256, 6085: 0.0267609672178151, 9259: 0.6150243715951448}"
280,"{2616: 0.0894580904138392, 2623: 0.119277453885119, 2634: 0.0298193634712797, 2949: 0.057344929752461, 2990: 0.057344929752461, 2996: 0.057344929752461, 3612: 0.1194686036509605, 3616: 0.1194686036509605, 3874: 0.0188894198604606, 3878: 0.0188894198604606, 9538: 0.0045875943801968, 9540: 0.0034406957851476, 9546: 0.0011468985950492, 9548: 0.0011468985950492, 9555: 0.0022937971900984, 9559: 0.0022937971900984, 9561: 0.0022937971900984, 9567: 0.0011468985950492, 9571: 0.0045875943801968, 9592: 0.0045875943801968, 9595: 0.0011468985950492, 9607: 0.0011468985950492, 9659: 0.0045875943801968, 9661: 0.0034406957851476, 9667: 0.0011468985950492, 9669: 0.0011468985950492, 9676: 0.0022937971900984, 9680: 0.0022937971900984, 9682: 0.0022937971900984, 9688: 0.0011468985950492, 9692: 0.0045875943801968, 9713: 0.0045875943801968, 9716: 0.0011468985950492, 9728: 0.0011468985950492, 9780: 0.0045875943801968, 9782: 0.0034406957851476, 9788: 0.0011468985950492, 9790: 0.0011468985950492, 9797: 0.0022937971900984, 9801: 0.0022937971900984, 9803: 0.0022937971900984, 9809: 0.0011468985950492, 9813: 0.0045875943801968, 9834: 0.0045875943801968, 9837: 0.0011468985950492, 9849: 0.0011468985950492, 9901: 0.0045875943801968, 9903: 0.0034406957851476, 9909: 0.0011468985950492, 9911: 0.0011468985950492, 9918: 0.0022937971900984, 9922: 0.0022937971900984, 9924: 0.0022937971900984, 9930: 0.0011468985950492, 9934: 0.0045875943801968, 9955: 0.0045875943801968, 9958: 0.0011468985950492, 9970: 0.0011468985950492, 10022: 0.0045875943801968, 10024: 0.0034406957851476, 10030: 0.0011468985950492, 10032: 0.0011468985950492, 10039: 0.0022937971900984, 10043: 0.0022937971900984, 10045: 0.0022937971900984, 10051: 0.0011468985950492, 10055: 0.0045875943801968, 10076: 0.0045875943801968, 10079: 0.0011468985950492, 10091: 0.0011468985950492, 10126: 0.0057344929752461, 10195: 0.0022937971900984, 10214: 0.0034406957851476, 10216: 0.0022937971900984, 10219: 0.0011468985950492, 10229: 0.0045875943801968, 10232: 0.0068813915702953, 10239: 0.0034406957851476, 10271: 0.0045875943801968, 10327: 0.0057344929752461, 10396: 0.0022937971900984, 10415: 0.0034406957851476, 10417: 0.0022937971900984, 10420: 0.0011468985950492, 10430: 0.0045875943801968, 10433: 0.0068813915702953, 10440: 0.0034406957851476, 10472: 0.0045875943801968, 10528: 0.0057344929752461, 10597: 0.0022937971900984, 10616: 0.0034406957851476, 10618: 0.0022937971900984, 10621: 0.0011468985950492, 10631: 0.0045875943801968, 10634: 0.0068813915702953, 10641: 0.0034406957851476, 10673: 0.0045875943801968}"
281,{}
282,"{319: 0.0115999235400936, 329: 0.0115999235400936, 1908: 0.0443467456752365, 4457: 0.0194972761158367, 4884: 0.0095106565994456, 5565: 0.1146898595049221, 5590: 0.1146898595049221, 5769: 0.0239510656599445, 5918: 0.0298193634712797, 10789: 0.0027052470610723, 10795: 0.0027052470610723}"
283,"{2617: 0.0596387269425595, 2789: 0.1066615693395775, 2970: 0.1146898595049221, 3075: 0.0307751123004874, 3076: 0.0615502246009748, 3758: 0.0226665392334894, 4019: 0.0344069578514766, 4037: 0.0688139157029532, 4235: 0.0129026091943037, 4997: 0.2245340724457613, 5076: 0.0194972761158367, 5183: 0.0588860747395584, 5343: 0.0286724648762305, 5352: 0.057344929752461, 5379: 0.0143362324381152, 5384: 0.0143362324381152, 5419: 0.2138894198604606, 5750: 0.0321131606613781}"
284,"{2858: 0.0266653923348943, 4152: 0.5017681353340342, 4652: 0.0466644365860651, 5065: 0.0748446908152537, 5227: 0.0196286915798528, 5260: 0.0196286915798528, 6058: 0.0802829016534454}"
285,"{261: 0.0231998470801873, 262: 0.0115999235400936, 264: 0.0115999235400936, 272: 0.0115999235400936, 273: 0.0115999235400936, 278: 0.0231998470801873, 285: 0.0115999235400936, 290: 0.0115999235400936, 301: 0.0115999235400936, 307: 0.0115999235400936, 309: 0.0231998470801873, 310: 0.0115999235400936, 311: 0.0115999235400936, 9592: 0.0045875943801968, 9713: 0.0045875943801968, 9834: 0.0045875943801968, 9955: 0.0045875943801968, 10076: 0.0045875943801968, 10164: 0.0011468985950492, 10186: 0.0022937971900984, 10302: 0.0034406957851476, 10365: 0.0011468985950492, 10387: 0.0022937971900984, 10503: 0.0034406957851476, 10566: 0.0011468985950492, 10588: 0.0022937971900984, 10704: 0.0034406957851476}"
286,"{2313: 0.0894580904138392, 2768: 0.0321131606613781, 3002: 0.057344929752461, 3573: 0.1194686036509605, 3622: 0.1194686036509605, 3782: 0.0113332696167447, 3835: 0.0188894198604606, 3884: 0.0188894198604606, 4184: 0.6272101691675427, 4791: 0.1415502246009748, 4868: 0.1376278314059065, 8336: 0.1786294561789161, 8339: 0.2977157602981936, 8349: 0.1190863041192774, 9272: 0.4920194972761158, 9616: 0.0022937971900984, 9737: 0.0022937971900984, 9858: 0.0022937971900984, 9979: 0.0022937971900984, 10100: 0.0022937971900984, 10233: 0.0034406957851476, 10434: 0.0034406957851476, 10635: 0.0034406957851476}"
287,{6089: 0.0802829016534454}
288,{}
289,"{366: 0.0115999235400936, 371: 0.0115999235400936, 373: 0.0115999235400936, 379: 0.0115999235400936, 384: 0.0115999235400936, 386: 0.0115999235400936, 407: 0.0231998470801873, 413: 0.0115999235400936, 419: 0.0347997706202809, 433: 0.0115999235400936, 434: 0.0231998470801873, 435: 0.0231998470801873, 436: 0.0115999235400936, 437: 0.0115999235400936, 438: 0.0231998470801873, 439: 0.0115999235400936, 440: 0.0231998470801873, 443: 0.0231998470801873, 444: 0.0115999235400936, 466: 0.0115999235400936, 467: 0.0115999235400936, 468: 0.0115999235400936, 471: 0.0231998470801873, 473: 0.0231998470801873, 474: 0.0115999235400936, 475: 0.0115999235400936, 477: 0.0115999235400936, 480: 0.0231998470801873, 482: 0.0115999235400936, 503: 0.0231998470801873, 509: 0.0115999235400936, 515: 0.0347997706202809, 529: 0.0115999235400936, 530: 0.0231998470801873, 531: 0.0231998470801873, 532: 0.0115999235400936, 533: 0.0115999235400936, 534: 0.0231998470801873, 535: 0.0115999235400936, 536: 0.0231998470801873, 539: 0.0231998470801873, 540: 0.0115999235400936, 562: 0.0115999235400936, 563: 0.0115999235400936, 564: 0.0115999235400936, 567: 0.0231998470801873, 569: 0.0231998470801873, 570: 0.0115999235400936, 571: 0.0115999235400936, 573: 0.0115999235400936, 576: 0.0231998470801873, 578: 0.0115999235400936, 1518: 0.0115999235400936, 1537: 0.0115999235400936, 1953: 0.0886934913504731, 1960: 0.0886934913504731, 2173: 0.0707254133613686, 4923: 0.0095106565994456, 4927: 0.0095106565994456, 5806: 0.0239510656599445, 5810: 0.0239510656599445, 5958: 0.0298193634712797, 5962: 0.0298193634712797, 6716: 0.0115999235400936, 6721: 0.0115999235400936, 6723: 0.0115999235400936, 7816: 0.0358405810952881, 7845: 0.0716811621905763, 7987: 0.0298193634712797, 8016: 0.0596387269425595, 8391: 0.1190863041192774, 8799: 0.0321131606613781, 8800: 0.0321131606613781, 8801: 0.0321131606613781, 8864: 0.0321131606613781, 8884: 0.0321131606613781, 8894: 0.0321131606613781, 8895: 0.0321131606613781, 8896: 0.0321131606613781, 9171: 0.2460097486380579, 9174: 0.3690146229570868, 9514: 0.0011468985950492, 9635: 0.0011468985950492, 9756: 0.0011468985950492, 9877: 0.0011468985950492, 9998: 0.0011468985950492, 10155: 0.0022937971900984, 10168: 0.0011468985950492, 10251: 0.0034406957851476, 10356: 0.0022937971900984, 10369: 0.0011468985950492, 10452: 0.0034406957851476, 10557: 0.0022937971900984, 10570: 0.0011468985950492, 10653: 0.0034406957851476}"
290,"{2605: 0.0596387269425595, 2610: 0.0596387269425595, 2695: 0.119277453885119, 3139: 0.0524706107235018, 4141: 0.2508840676670171, 4307: 0.0387078275829112, 4956: 0.0430086973143457, 6153: 0.0535219344356303, 10315: 0.0057344929752461, 10516: 0.0057344929752461, 10717: 0.0057344929752461}"
291,"{2555: 0.0963394819841345, 4233: 0.0129026091943037, 4617: 0.0466644365860651, 4949: 0.0190213131988913, 5831: 0.0479021313198891, 5901: 0.0364713753225652, 5983: 0.0596387269425595, 9269: 0.7380292459141737, 9279: 0.4920194972761158, 10137: 0.0022937971900984, 10308: 0.0045875943801968, 10338: 0.0022937971900984, 10509: 0.0045875943801968, 10539: 0.0022937971900984, 10710: 0.0045875943801968}"
292,"{7684: 0.2881582720061167, 7700: 0.5763165440122335, 7725: 0.5763165440122335, 10225: 0.0011468985950492, 10245: 0.0022937971900984, 10426: 0.0011468985950492, 10446: 0.0022937971900984, 10627: 0.0011468985950492, 10647: 0.0022937971900984}"
293,"{843: 0.0115999235400936, 844: 0.0695995412405619, 845: 0.0811994647806556, 846: 0.0811994647806556, 847: 0.0463996941603746, 849: 0.0115999235400936, 855: 0.0231998470801873, 860: 0.0115999235400936, 866: 0.0115999235400936, 867: 0.0115999235400936, 868: 0.0115999235400936, 871: 0.0231998470801873, 872: 0.0231998470801873, 874: 0.0231998470801873, 876: 0.0115999235400936, 877: 0.0115999235400936, 878: 0.0115999235400936, 879: 0.0231998470801873, 880: 0.0579996177004683, 881: 0.0695995412405619, 882: 0.0463996941603746, 885: 0.0115999235400936, 886: 0.0231998470801873, 887: 0.0231998470801873, 888: 0.0463996941603746, 889: 0.0231998470801873, 890: 0.0115999235400936, 891: 0.0115999235400936, 892: 0.0231998470801873, 893: 0.0463996941603746, 894: 0.0231998470801873, 896: 0.0231998470801873, 899: 0.0115999235400936, 900: 0.0231998470801873, 901: 0.0115999235400936, 902: 0.0115999235400936, 903: 0.0115999235400936, 905: 0.0115999235400936, 910: 0.0115999235400936, 913: 0.0347997706202809, 959: 0.0115999235400936, 976: 0.0115999235400936, 980: 0.0115999235400936, 981: 0.0115999235400936, 983: 0.0115999235400936, 987: 0.0231998470801873, 988: 0.0115999235400936, 989: 0.0115999235400936, 994: 0.0115999235400936, 997: 0.0231998470801873, 998: 0.0115999235400936, 1000: 0.0231998470801873, 1004: 0.0231998470801873, 1005: 0.0115999235400936, 1008: 0.0463996941603746, 1113: 0.0115999235400936, 1114: 0.0695995412405619, 1115: 0.0811994647806556, 1116: 0.0811994647806556, 1117: 0.0463996941603746, 1119: 0.0115999235400936, 1125: 0.0231998470801873, 1130: 0.0115999235400936, 1136: 0.0115999235400936, 1137: 0.0115999235400936, 1138: 0.0115999235400936, 1141: 0.0231998470801873, 1142: 0.0231998470801873, 1144: 0.0231998470801873, 1146: 0.0115999235400936, 1147: 0.0115999235400936, 1148: 0.0115999235400936, 1149: 0.0231998470801873, 1150: 0.0579996177004683, 1151: 0.0695995412405619, 1152: 0.0463996941603746, 1155: 0.0115999235400936, 1156: 0.0231998470801873, 1157: 0.0231998470801873, 1158: 0.0463996941603746, 1159: 0.0231998470801873, 1160: 0.0115999235400936, 1161: 0.0115999235400936, 1162: 0.0231998470801873, 1163: 0.0463996941603746, 1164: 0.0231998470801873, 1166: 0.0231998470801873, 1169: 0.0115999235400936, 1170: 0.0231998470801873, 1171: 0.0115999235400936, 1172: 0.0115999235400936, 1173: 0.0115999235400936, 1175: 0.0115999235400936, 1180: 0.0115999235400936, 1183: 0.0347997706202809, 1229: 0.0115999235400936, 1246: 0.0115999235400936, 1250: 0.0115999235400936, 1251: 0.0115999235400936, 1253: 0.0115999235400936, 1257: 0.0231998470801873, 1258: 0.0115999235400936, 1259: 0.0115999235400936, 1264: 0.0115999235400936, 1267: 0.0231998470801873, 1268: 0.0115999235400936, 1270: 0.0231998470801873, 1274: 0.0231998470801873, 1275: 0.0115999235400936, 1278: 0.0463996941603746, 1280: 0.0115999235400936, 1281: 0.0695995412405619, 1282: 0.0811994647806556, 1283: 0.0811994647806556, 1284: 0.0463996941603746, 1286: 0.0115999235400936, 1292: 0.0231998470801873, 1297: 0.0115999235400936, 1303: 0.0115999235400936, 1304: 0.0115999235400936, 1305: 0.0115999235400936, 1308: 0.0231998470801873, 1309: 0.0231998470801873, 1311: 0.0231998470801873, 1313: 0.0115999235400936, 1314: 0.0115999235400936, 1315: 0.0115999235400936, 1316: 0.0231998470801873, 1317: 0.0579996177004683, 1318: 0.0695995412405619, 1319: 0.0463996941603746, 1322: 0.0115999235400936, 1323: 0.0231998470801873, 1324: 0.0231998470801873, 1325: 0.0463996941603746, 1326: 0.0231998470801873, 1327: 0.0115999235400936, 1328: 0.0115999235400936, 1329: 0.0231998470801873, 1330: 0.0463996941603746, 1331: 0.0231998470801873, 1333: 0.0231998470801873, 1336: 0.0115999235400936, 1337: 0.0231998470801873, 1338: 0.0115999235400936, 1339: 0.0115999235400936, 1340: 0.0115999235400936, 1342: 0.0115999235400936, 1347: 0.0115999235400936, 1350: 0.0347997706202809, 1396: 0.0115999235400936, 1413: 0.0115999235400936, 1417: 0.0115999235400936, 1418: 0.0115999235400936, 1420: 0.0115999235400936, 1424: 0.0231998470801873, 1425: 0.0115999235400936, 1426: 0.0115999235400936, 1431: 0.0115999235400936, 1434: 0.0231998470801873, 1435: 0.0115999235400936, 1437: 0.0231998470801873, 1441: 0.0231998470801873, 1442: 0.0115999235400936, 1445: 0.0463996941603746, 1454: 0.0115999235400936, 1468: 0.0115999235400936, 4204: 0.0258052183886074, 4206: 0.0387078275829112, 4207: 0.0129026091943037, 4331: 0.0516104367772149, 4915: 0.0095106565994456, 5137: 0.077989104463347, 5614: 0.0963394819841345, 5616: 0.0321131606613781, 5617: 0.0963394819841345, 5618: 0.0642263213227563, 5619: 0.1926789639682691, 5620: 0.2569052852910256, 5621: 0.2247921246296473, 5663: 0.1284526426455127, 5698: 0.0642263213227563, 5699: 0.2569052852910256, 5700: 0.2569052852910256, 5701: 0.2247921246296473, 5702: 0.2569052852910256, 5703: 0.2247921246296473, 5704: 0.3853579279365384, 5705: 0.2890184459524038, 5706: 0.2247921246296473, 5707: 0.1284526426455127, 5708: 0.1284526426455127, 5709: 0.0642263213227563, 5710: 0.0963394819841345, 5711: 0.0642263213227563, 5712: 0.1605658033068909, 5713: 0.2890184459524038, 5714: 0.321131606613782, 5715: 0.1605658033068909, 5716: 0.0321131606613781, 5717: 0.1926789639682691, 5718: 0.0963394819841345, 5719: 0.1605658033068909, 5720: 0.0642263213227563, 5721: 0.0642263213227563, 5722: 0.0321131606613781, 5723: 0.0963394819841345, 5724: 0.0642263213227563, 5725: 0.0321131606613781, 5726: 0.1284526426455127, 5727: 0.1284526426455127, 5728: 0.0642263213227563, 5729: 0.0642263213227563, 5730: 0.0963394819841345, 5732: 0.1284526426455127, 5733: 0.0642263213227563, 5735: 0.1284526426455127, 5736: 0.0642263213227563, 5737: 0.0642263213227563, 5738: 0.0321131606613781, 5740: 0.0321131606613781, 5742: 0.0642263213227563, 5743: 0.0963394819841345, 5744: 0.0321131606613781, 5748: 0.0642263213227563, 5749: 0.0642263213227563, 5754: 0.0321131606613781, 5755: 0.0963394819841345, 5756: 0.0321131606613781, 5757: 0.0963394819841345, 5758: 0.1284526426455127, 5876: 0.0364713753225652, 5950: 0.0298193634712797, 6019: 0.0535219344356303, 9619: 0.0034406957851476, 9740: 0.0034406957851476, 9861: 0.0034406957851476, 9982: 0.0034406957851476, 10103: 0.0034406957851476}"
294,"{1850: 2.999856637675619, 7573: 1.152633088024467, 7753: 0.5763165440122335, 7768: 1.7289496320367008, 7778: 1.7289496320367008, 9103: 0.4920194972761158}"
295,"{1983: 0.0443467456752365, 2584: 0.1490968173563987, 2803: 0.0266653923348943, 2967: 0.1146898595049221, 3076: 0.0615502246009748, 3203: 0.0524706107235018, 3830: 0.0372742043390996, 4497: 0.0194972761158367, 4510: 0.1559782089266941, 4515: 0.0194972761158367, 4519: 0.0584918283475102, 4520: 0.0389945522316735, 4521: 0.0389945522316735, 4522: 0.0194972761158367, 4949: 0.0190213131988913, 5011: 0.0748446908152537, 5198: 0.0196286915798528, 5731: 0.0642263213227563, 5831: 0.0479021313198891, 5901: 0.0364713753225652, 5983: 0.0596387269425595, 6040: 0.0267609672178151, 6109: 0.0802829016534454, 6113: 0.0802829016534454, 6560: 0.0347997706202809, 6561: 0.0115999235400936, 6569: 0.0231998470801873, 6644: 0.0347997706202809, 6645: 0.0115999235400936, 6653: 0.0231998470801873, 10220: 0.0034406957851476, 10221: 0.0034406957851476, 10280: 0.0022937971900984, 10291: 0.0057344929752461, 10298: 0.0034406957851476, 10308: 0.0045875943801968, 10421: 0.0034406957851476, 10422: 0.0034406957851476, 10481: 0.0022937971900984, 10492: 0.0057344929752461, 10499: 0.0034406957851476, 10509: 0.0045875943801968, 10622: 0.0034406957851476, 10623: 0.0034406957851476, 10682: 0.0022937971900984, 10693: 0.0057344929752461, 10700: 0.0034406957851476, 10710: 0.0045875943801968}"
296,"{2997: 0.1720347892573831, 3617: 0.1194686036509605, 3618: 0.4778744146038421, 3619: 0.238937207301921, 3620: 0.1194686036509605, 3621: 0.1194686036509605, 3624: 0.238937207301921, 3627: 0.238937207301921, 3630: 0.4778744146038421, 3636: 0.238937207301921, 3879: 0.0188894198604606, 3880: 0.0755576794418426, 3881: 0.0377788397209213, 3882: 0.0188894198604606, 3883: 0.0188894198604606, 3886: 0.0377788397209213, 3889: 0.0377788397209213, 3892: 0.0755576794418426, 3898: 0.0377788397209213, 6385: 0.0137627831405906, 6387: 0.0137627831405906, 7658: 2.0171079040428177, 7765: 1.7289496320367008, 7852: 0.2508840676670171, 7933: 0.0716811621905763, 8023: 0.2087355442989582, 8104: 0.0596387269425595, 9195: 0.7380292459141737, 9404: 0.1154066711268278}"
297,{4145: 0.1254420338335085}
298,"{3528: 0.0403326005925642, 5835: 0.0364713753225652, 8126: 0.0321131606613781, 8135: 0.0321131606613781, 8235: 0.2278027334416515, 8359: 0.0595431520596387}"
299,"{3521: 0.0201663002962821, 8287: 0.2278027334416515, 8301: 0.016056580330689, 9198: 1.2300487431902898}"
300,"{2757: 0.0321131606613781, 6440: 0.0321131606613781, 7116: 0.0115999235400936, 7201: 0.0115999235400936}"
301,"{341: 0.0115999235400936, 342: 0.0115999235400936, 343: 0.0115999235400936, 344: 0.0115999235400936, 345: 0.0115999235400936, 346: 0.0115999235400936, 347: 0.0115999235400936, 348: 0.0115999235400936, 349: 0.0115999235400936, 350: 0.0115999235400936, 351: 0.0115999235400936, 352: 0.0115999235400936, 2496: 0.0642263213227563, 2522: 0.0321131606613781, 2553: 0.0321131606613781, 2573: 0.0642263213227563, 5555: 0.1711115358883685, 9334: 0.0769377807512185, 10122: 0.0034406957851476, 10222: 0.0045875943801968, 10223: 0.0022937971900984, 10299: 0.0011468985950492, 10300: 0.0057344929752461, 10323: 0.0034406957851476, 10423: 0.0045875943801968, 10424: 0.0022937971900984, 10500: 0.0011468985950492, 10501: 0.0057344929752461, 10524: 0.0034406957851476, 10624: 0.0045875943801968, 10625: 0.0022937971900984, 10701: 0.0011468985950492, 10702: 0.0057344929752461}"
302,"{3197: 0.0174902035745006, 3203: 0.0524706107235018, 5308: 0.0143362324381152, 6413: 0.0182356876612826, 8344: 0.2381726082385549, 8492: 0.0321131606613781, 8568: 0.0321131606613781}"
