B_index,B_id,Latitude,Longitude,Start_time,End_time,Tags,B_Size,B_Cost,Influence,Zone
560,435208,34.037988,-118.250834,00:24,00:25,Tea Room,585,13057.785,0.870535714285714,0
561,435208,34.037988,-118.250834,00:28,00:29,Car Dealership,132,2946.372,0.589285714285714,0
562,435208,34.037988,-118.250834,00:29,00:30,Sporting Goods Shop,424,9464.104,0.630952380952381,0
563,435208,34.037988,-118.250834,00:35,00:36,College Theater,194,4330.274,0.288690476190476,0
564,435208,34.037988,-118.250834,00:39,00:40,Middle Eastern Restaurant,416,9285.536,1.23809523809524,0
565,435208,34.037988,-118.250834,00:42,00:43,Road,552,12321.192,0.821428571428571,0
566,435208,34.037988,-118.250834,00:43,00:44,Fish & Chips Shop,174,3883.854,0.776785714285714,0
567,435208,34.037988,-118.250834,00:44,00:45,Gluten-free Restaurant,273,6093.633,0.8125,0
568,435208,34.037988,-118.250834,00:46,00:47,Nightlife Spot,196,4374.916,0.583333333333333,0
569,435208,34.037988,-118.250834,00:47,00:48,Planetarium,212,4732.052,0.630952380952381,0
570,435208,34.037988,-118.250834,00:49,00:50,Salon / Barbershop,257,5736.497,0.382440476190476,0
571,435208,34.037988,-118.250834,00:50,00:51,Trade School,381,8504.301,0.566964285714286,0
572,435208,34.037988,-118.250834,00:51,00:52,Convention Center,180,4017.78,0.267857142857143,0
573,435208,34.037988,-118.250834,00:52,00:53,Internet Cafe,601,13414.921,1.78869047619048,0
574,435208,34.037988,-118.250834,00:53,00:54,Flea Market,133,2968.693,0.395833333333333,0
575,435208,34.037988,-118.250834,00:54,00:55,Plaza,651,14530.971,0.96875,0
576,435208,34.037988,-118.250834,00:55,00:56,Ski Area,416,9285.536,1.23809523809524,0
577,435208,34.037988,-118.250834,00:56,00:57,Laundry Service,534,11919.414,0.794642857142857,0
578,435208,34.037988,-118.250834,00:57,00:58,General Entertainment,517,11539.957,1.53869047619048,0
579,435208,34.037988,-118.250834,00:58,00:59,Garden Center,608,13571.168,1.80952380952381,0
580,435208,34.037988,-118.250834,01:02,01:03,Car Wash,427,9531.067,0.635416666666667,0
581,435208,34.037988,-118.250834,01:03,01:04,Food,516,11517.636,0.767857142857143,0
582,435208,34.037988,-118.250834,01:04,01:05,Animal Shelter,525,11718.525,0.78125,0
583,435208,34.037988,-118.250834,01:07,01:08,Ramen / Noodle House,300,6696.3,0.446428571428571,0
584,435208,34.037988,-118.250834,01:08,01:09,Internet Cafe,374,8348.054,0.556547619047619,0
585,435208,34.037988,-118.250834,01:09,01:10,Bagel Shop,337,7522.177,0.501488095238095,0
586,435208,34.037988,-118.250834,01:11,01:12,Home (private),319,7120.399,0.474702380952381,0
587,435208,34.037988,-118.250834,01:13,01:14,Caribbean Restaurant,124,2767.804,0.369047619047619,0
588,435208,34.037988,-118.250834,01:14,01:15,Garden,178,3973.138,0.264880952380952,0
589,435208,34.037988,-118.250834,01:15,01:16,Medical Center,513,11450.673,1.52678571428571,0
590,435208,34.037988,-118.250834,01:16,01:17,Coffee Shop,663,14798.823,0.986607142857143,0
591,435208,34.037988,-118.250834,01:19,01:20,Beer Garden,129,2879.409,0.383928571428571,0
592,435208,34.037988,-118.250834,01:20,01:21,Financial or Legal Service,144,3214.224,0.428571428571429,0
593,435208,34.037988,-118.250834,01:22,01:23,Smoke Shop,220,4910.62,0.982142857142857,0
594,435208,34.037988,-118.250834,01:25,01:26,Salad Place,585,13057.785,1.74107142857143,0
595,435208,34.037988,-118.250834,01:27,01:28,Seafood Restaurant,376,8392.696,0.55952380952381,0
596,435208,34.037988,-118.250834,01:28,01:29,Furniture / Home Store,322,7187.362,0.958333333333333,0
597,435208,34.037988,-118.250834,01:29,01:30,Drugstore / Pharmacy,160,3571.36,0.238095238095238,0
598,435208,34.037988,-118.250834,01:30,01:31,Paper / Office Supplies Store,390,8705.19,0.580357142857143,0
599,435208,34.037988,-118.250834,01:32,01:33,Candy Store,322,7187.362,1.4375,0
600,435208,34.037988,-118.250834,01:35,01:36,Turkish Restaurant,571,12745.291,0.849702380952381,0
601,435208,34.037988,-118.250834,01:38,01:39,Bookstore,277,6182.917,1.23660714285714,0
602,435208,34.037988,-118.250834,01:40,01:41,Sushi Restaurant,581,12968.501,0.864583333333333,0
603,435208,34.037988,-118.250834,01:42,01:43,Swiss Restaurant,457,10200.697,0.680059523809524,0
604,435208,34.037988,-118.250834,01:45,01:46,Library,370,8258.77,1.10119047619048,0
605,435208,34.037988,-118.250834,01:47,01:48,Neighborhood,426,9508.746,0.633928571428571,0
606,435208,34.037988,-118.250834,01:48,01:49,Storage Facility,368,8214.128,0.547619047619048,0
607,435208,34.037988,-118.250834,01:49,01:50,Vegetarian / Vegan Restaurant,616,13749.736,0.916666666666667,0
608,435208,34.037988,-118.250834,01:50,01:51,Restaurant,142,3169.582,0.211309523809524,0
609,435208,34.037988,-118.250834,01:53,01:54,Fish & Chips Shop,281,6272.201,0.418154761904762,0
610,435208,34.037988,-118.250834,01:54,01:55,Ice Cream Shop,98,2187.458,0.145833333333333,0
611,435208,34.037988,-118.250834,01:55,01:56,Outdoors & Recreation,246,5490.966,0.366071428571429,0
612,435208,34.037988,-118.250834,01:57,01:58,Salad Place,284,6339.164,0.845238095238095,0
613,435208,34.037988,-118.250834,01:58,01:59,Nail Salon,514,11472.994,0.764880952380952,0
614,435208,34.037988,-118.250834,01:59,02:00,Aquarium,542,12097.982,0.806547619047619,0
615,435208,34.037988,-118.250834,02:01,02:02,Korean Restaurant,341,7611.461,1.01488095238095,0
616,435208,34.037988,-118.250834,02:02,02:03,Playground,586,13080.106,0.87202380952381,0
617,435208,34.037988,-118.250834,02:03,02:04,Molecular Gastronomy Restaurant,651,14530.971,0.96875,0
618,435208,34.037988,-118.250834,02:05,02:06,Garden,341,7611.461,0.507440476190476,0
619,435208,34.037988,-118.250834,02:06,02:07,Light Rail,126,2812.446,0.1875,0
620,435208,34.037988,-118.250834,02:07,02:08,Arts & Entertainment,326,7276.646,1.45535714285714,0
621,435208,34.037988,-118.250834,02:08,02:09,Playground,563,12566.723,3.35119047619048,0
622,435208,34.037988,-118.250834,02:10,02:11,Toy / Game Store,235,5245.435,0.349702380952381,0
623,435208,34.037988,-118.250834,02:13,02:14,Afghan Restaurant,303,6763.263,0.450892857142857,0
624,435208,34.037988,-118.250834,02:14,02:15,Military Base,565,12611.365,1.68154761904762,0
625,435208,34.037988,-118.250834,02:21,02:22,Scandinavian Restaurant,655,14620.255,0.974702380952381,0
626,435208,34.037988,-118.250834,02:22,02:23,Financial or Legal Service,580,12946.18,0.863095238095238,0
627,435208,34.037988,-118.250834,02:23,02:24,Photography Lab,447,9977.487,0.665178571428571,0
628,435208,34.037988,-118.250834,02:28,02:29,Housing Development,161,3593.681,0.239583333333333,0
629,435208,34.037988,-118.250834,02:30,02:31,Gym / Fitness Center,578,12901.538,1.7202380952381,0
630,435208,34.037988,-118.250834,02:34,02:35,Molecular Gastronomy Restaurant,100,2232.1,0.148809523809524,0
631,435208,34.037988,-118.250834,02:35,02:36,Sculpture Garden,343,7656.103,0.510416666666667,0
632,435208,34.037988,-118.250834,02:38,02:39,Hobby Shop,149,3325.829,0.665178571428571,0
633,435208,34.037988,-118.250834,02:39,02:40,Factory,566,12633.686,1.68452380952381,0
634,435208,34.037988,-118.250834,02:41,02:42,German Restaurant,653,14575.613,0.97172619047619,0
635,435208,34.037988,-118.250834,02:42,02:43,Art Museum,147,3281.187,0.21875,0
636,435208,34.037988,-118.250834,02:43,02:44,American Restaurant,550,12276.55,1.63690476190476,0
637,435208,34.037988,-118.250834,02:44,02:45,Ramen / Noodle House,530,11830.13,0.788690476190476,0
638,435208,34.037988,-118.250834,02:45,02:46,Temple,229,5111.509,0.34077380952381,0
639,435208,34.037988,-118.250834,02:47,02:48,African Restaurant,326,7276.646,0.970238095238095,0
640,435208,34.037988,-118.250834,02:48,02:49,Mac & Cheese Joint,121,2700.841,0.180059523809524,0
641,435208,34.037988,-118.250834,02:49,02:50,Elementary School,315,7031.115,0.46875,0
642,435208,34.037988,-118.250834,02:50,02:51,Smoke Shop,298,6651.658,0.443452380952381,0
643,435208,34.037988,-118.250834,02:51,02:52,Tapas Restaurant,568,12678.328,0.845238095238095,0
644,435208,34.037988,-118.250834,02:52,02:53,Paper / Office Supplies Store,419,9352.499,0.623511904761905,0
645,435208,34.037988,-118.250834,02:53,02:54,Cemetery,294,6562.374,0.4375,0
646,435208,34.037988,-118.250834,02:54,02:55,Snack Place,402,8973.042,0.598214285714286,0
647,435208,34.037988,-118.250834,02:55,02:56,Campground,477,10647.117,0.709821428571429,0
648,435208,34.037988,-118.250834,02:56,02:57,Public Art,249,5557.929,0.370535714285714,0
649,435208,34.037988,-118.250834,02:57,02:58,Sushi Restaurant,101,2254.421,0.150297619047619,0
650,435208,34.037988,-118.250834,03:00,03:01,Car Wash,437,9754.277,0.650297619047619,0
651,435208,34.037988,-118.250834,03:04,03:05,Malaysian Restaurant,289,6450.769,0.430059523809524,0
652,435208,34.037988,-118.250834,03:05,03:06,Flower Shop,499,11138.179,2.22767857142857,0
653,435208,34.037988,-118.250834,03:07,03:08,BBQ Joint,578,12901.538,1.7202380952381,0
654,435208,34.037988,-118.250834,03:09,03:10,Racetrack,321,7165.041,0.477678571428571,0
655,435208,34.037988,-118.250834,03:12,03:13,Spa / Massage,560,12499.76,0.833333333333333,0
656,435208,34.037988,-118.250834,03:13,03:14,Zoo,652,14553.292,0.970238095238095,0
657,435208,34.037988,-118.250834,03:15,03:16,Soup Place,207,4620.447,0.308035714285714,0
658,435208,34.037988,-118.250834,03:16,03:17,Tattoo Parlor,542,12097.982,0.806547619047619,0
659,435208,34.037988,-118.250834,03:17,03:18,Smoke Shop,390,8705.19,0.580357142857143,0
660,435208,34.037988,-118.250834,03:18,03:19,Portuguese Restaurant,312,6964.152,0.464285714285714,0
661,435208,34.037988,-118.250834,03:20,03:21,Video Store,200,4464.2,0.595238095238095,0
662,435208,34.037988,-118.250834,03:23,03:24,Automotive Shop,297,6629.337,0.883928571428571,0
663,435208,34.037988,-118.250834,03:24,03:25,Brazilian Restaurant,533,11897.093,0.793154761904762,0
664,435208,34.037988,-118.250834,03:26,03:27,Bank,425,9486.425,2.5297619047619,0
665,435208,34.037988,-118.250834,03:27,03:28,Fraternity House,592,13214.032,0.880952380952381,0
666,435208,34.037988,-118.250834,03:28,03:29,Parking,612,13660.452,1.82142857142857,0
667,435208,34.037988,-118.250834,03:35,03:36,Seafood Restaurant,240,5357.04,0.357142857142857,0
668,435208,34.037988,-118.250834,03:38,03:39,Greek Restaurant,625,13950.625,0.930059523809524,0
669,435208,34.037988,-118.250834,03:39,03:40,Food Truck,245,5468.645,0.364583333333333,0
670,435208,34.037988,-118.250834,03:40,03:41,Event Space,595,13280.995,1.77083333333333,0
671,435208,34.037988,-118.250834,03:42,03:43,Internet Cafe,207,4620.447,0.308035714285714,0
672,435208,34.037988,-118.250834,03:43,03:44,Elementary School,229,5111.509,0.34077380952381,0
673,435208,34.037988,-118.250834,03:47,03:48,Record Shop,192,4285.632,0.571428571428571,0
674,435208,34.037988,-118.250834,03:49,03:50,Motorcycle Shop,95,2120.495,0.141369047619048,0
675,435208,34.037988,-118.250834,03:52,03:53,Gastropub,324,7232.004,0.482142857142857,0
676,435208,34.037988,-118.250834,03:53,03:54,Swiss Restaurant,425,9486.425,1.89732142857143,0
677,435208,34.037988,-118.250834,03:57,03:58,Arcade,629,14039.909,0.936011904761905,0
678,435208,34.037988,-118.250834,03:58,03:59,Cajun / Creole Restaurant,533,11897.093,0.793154761904762,0
679,435208,34.037988,-118.250834,03:59,04:00,Convention Center,84,1874.964,0.25,0
680,435208,34.037988,-118.250834,04:00,04:01,Travel & Transport,135,3013.335,0.200892857142857,0
681,435208,34.037988,-118.250834,04:01,04:02,Ski Area,234,5223.114,0.348214285714286,0
682,435208,34.037988,-118.250834,04:02,04:03,Recycling Facility,89,1986.569,0.132440476190476,0
683,435208,34.037988,-118.250834,04:03,04:04,Temple,182,4062.422,0.270833333333333,0
684,435208,34.037988,-118.250834,04:05,04:06,Cupcake Shop,401,8950.721,1.19345238095238,0
685,435208,34.037988,-118.250834,04:06,04:07,Beach,411,9173.931,1.22321428571429,0
686,435208,34.037988,-118.250834,04:08,04:09,Community College,635,14173.835,0.944940476190476,0
687,435208,34.037988,-118.250834,04:09,04:10,African Restaurant,473,10557.833,0.703869047619048,0
688,435208,34.037988,-118.250834,04:11,04:12,Moroccan Restaurant,651,14530.971,0.96875,0
689,435208,34.037988,-118.250834,04:14,04:15,Taxi,557,12432.797,0.828869047619048,0
690,435208,34.037988,-118.250834,04:16,04:17,Ice Cream Shop,451,10066.771,0.671130952380952,0
691,435208,34.037988,-118.250834,04:17,04:18,Gas Station / Garage,367,8191.807,0.546130952380952,0
692,435208,34.037988,-118.250834,04:18,04:19,Professional & Other Places,512,11428.352,1.52380952380952,0
693,435208,34.037988,-118.250834,04:19,04:20,Sushi Restaurant,653,14575.613,0.97172619047619,0
694,435208,34.037988,-118.250834,04:21,04:22,Shrine,427,9531.067,1.90625,0
695,435208,34.037988,-118.250834,04:24,04:25,Gluten-free Restaurant,669,14932.749,0.995535714285714,0
696,435208,34.037988,-118.250834,04:27,04:28,Fish & Chips Shop,567,12656.007,0.84375,0
697,435208,34.037988,-118.250834,04:28,04:29,Pool,259,5781.139,0.385416666666667,0
698,435208,34.037988,-118.250834,04:30,04:31,Bowling Alley,201,4486.521,0.598214285714286,0
699,435208,34.037988,-118.250834,04:31,04:32,Ethiopian Restaurant,224,4999.904,0.666666666666667,0
700,435208,34.037988,-118.250834,04:35,04:36,Art Gallery,159,3549.039,0.236607142857143,0
701,435208,34.037988,-118.250834,04:36,04:37,Bike Shop,205,4575.805,0.610119047619048,0
702,435208,34.037988,-118.250834,04:37,04:38,Subway,593,13236.353,1.76488095238095,0
703,435208,34.037988,-118.250834,04:38,04:39,Photography Lab,262,5848.102,1.55952380952381,0
704,435208,34.037988,-118.250834,04:39,04:40,Fast Food Restaurant,653,14575.613,0.97172619047619,0
705,435208,34.037988,-118.250834,04:40,04:41,American Restaurant,391,8727.511,1.74553571428571,0
706,435208,34.037988,-118.250834,04:42,04:43,Scandinavian Restaurant,389,8682.869,0.578869047619048,0
707,435208,34.037988,-118.250834,04:43,04:44,Sandwich Place,572,12767.612,1.70238095238095,0
708,435208,34.037988,-118.250834,04:44,04:45,Arts & Entertainment,283,6316.843,0.421130952380952,0
709,435208,34.037988,-118.250834,04:45,04:46,Other Nightlife,407,9084.647,0.605654761904762,0
710,435208,34.037988,-118.250834,04:46,04:47,Photography Lab,443,9888.203,0.65922619047619,0
711,435208,34.037988,-118.250834,04:47,04:48,General College & University,587,13102.427,1.74702380952381,0
712,435208,34.037988,-118.250834,04:48,04:49,Korean Restaurant,591,13191.711,1.75892857142857,0
713,435208,34.037988,-118.250834,04:49,04:50,Tattoo Parlor,653,14575.613,2.91517857142857,0
714,435208,34.037988,-118.250834,04:51,04:52,Nightlife Spot,92,2053.532,0.136904761904762,0
715,435208,34.037988,-118.250834,04:54,04:55,Mosque,279,6227.559,0.415178571428571,0
716,435208,34.037988,-118.250834,04:56,04:57,Board Shop,210,4687.41,0.625,0
717,435208,34.037988,-118.250834,04:59,05:00,Church,505,11272.105,0.751488095238095,0
718,435208,34.037988,-118.250834,05:00,05:01,Gas Station / Garage,429,9575.709,0.638392857142857,0
719,435208,34.037988,-118.250834,05:04,05:05,Music Venue,140,3124.94,0.416666666666667,0
720,435208,34.037988,-118.250834,05:08,05:09,Video Game Store,662,14776.502,0.985119047619047,0
721,435208,34.037988,-118.250834,05:09,05:10,Arts & Crafts Store,98,2187.458,0.145833333333333,0
722,435208,34.037988,-118.250834,05:10,05:11,BBQ Joint,326,7276.646,0.485119047619048,0
723,435208,34.037988,-118.250834,05:11,05:12,Event Space,251,5602.571,0.373511904761905,0
724,435208,34.037988,-118.250834,05:12,05:13,Law School,582,12990.822,0.866071428571429,0
725,435208,34.037988,-118.250834,05:13,05:14,Parking,232,5178.472,0.69047619047619,0
726,435208,34.037988,-118.250834,05:14,05:15,Australian Restaurant,252,5624.892,0.75,0
727,435208,34.037988,-118.250834,05:15,05:16,Convenience Store,606,13526.526,0.901785714285714,0
728,435208,34.037988,-118.250834,05:18,05:19,Convenience Store,477,10647.117,0.709821428571429,0
729,435208,34.037988,-118.250834,05:20,05:21,Video Game Store,247,5513.287,0.367559523809524,0
730,435208,34.037988,-118.250834,05:23,05:24,Greek Restaurant,216,4821.336,0.321428571428571,0
731,435208,34.037988,-118.250834,05:24,05:25,Embassy / Consulate,156,3482.076,0.232142857142857,0
732,435208,34.037988,-118.250834,05:27,05:28,Eastern European Restaurant,498,11115.858,0.741071428571429,0
733,435208,34.037988,-118.250834,05:30,05:31,Art Gallery,154,3437.434,0.229166666666667,0
734,435208,34.037988,-118.250834,05:31,05:32,Beach,559,12477.439,0.831845238095238,0
735,435208,34.037988,-118.250834,05:32,05:33,Ski Area,543,12120.303,2.42410714285714,0
736,435208,34.037988,-118.250834,05:33,05:34,Castle,589,13147.069,0.876488095238095,0
737,435208,34.037988,-118.250834,05:34,05:35,Hobby Shop,610,13615.81,1.81547619047619,0
738,435208,34.037988,-118.250834,05:35,05:36,Mobile Phone Shop,452,10089.092,1.3452380952381,0
739,435208,34.037988,-118.250834,05:36,05:37,Sculpture Garden,265,5915.065,0.394345238095238,0
740,435208,34.037988,-118.250834,05:37,05:38,Law School,623,13905.983,0.927083333333333,0
741,435208,34.037988,-118.250834,05:40,05:41,Harbor / Marina,303,6763.263,0.450892857142857,0
742,435208,34.037988,-118.250834,05:43,05:44,Tea Room,261,5825.781,0.388392857142857,0
743,435208,34.037988,-118.250834,05:44,05:45,Nursery School,331,7388.251,0.492559523809524,0
744,435208,34.037988,-118.250834,05:45,05:46,Seafood Restaurant,381,8504.301,1.13392857142857,0
745,435208,34.037988,-118.250834,05:46,05:47,Law School,609,13593.489,2.71875,0
746,435208,34.037988,-118.250834,05:50,05:51,Travel Lounge,513,11450.673,0.763392857142857,0
747,435208,34.037988,-118.250834,05:52,05:53,Other Great Outdoors,345,7700.745,2.05357142857143,0
748,435208,34.037988,-118.250834,05:53,05:54,Planetarium,202,4508.842,0.601190476190476,0
749,435208,34.037988,-118.250834,05:54,05:55,Taxi,439,9798.919,1.30654761904762,0
750,435208,34.037988,-118.250834,05:55,05:56,Caribbean Restaurant,380,8481.98,1.69642857142857,0
751,435208,34.037988,-118.250834,05:57,05:58,Mall,452,10089.092,2.01785714285714,0
752,435208,34.037988,-118.250834,05:58,05:59,Tanning Salon,101,2254.421,0.300595238095238,0
753,435208,34.037988,-118.250834,05:59,06:00,Home (private),516,11517.636,1.53571428571429,0
754,435208,34.037988,-118.250834,06:03,06:04,Playground,362,8080.202,1.61607142857143,0
755,435208,34.037988,-118.250834,06:04,06:05,Light Rail,542,12097.982,0.806547619047619,0
756,435208,34.037988,-118.250834,06:05,06:06,Department Store,558,12455.118,0.830357142857143,0
757,435208,34.037988,-118.250834,06:12,06:13,Brazilian Restaurant,165,3682.965,0.491071428571429,0
758,435208,34.037988,-118.250834,06:13,06:14,Residential Building (Apartment / Condo),448,9999.808,0.666666666666667,0
759,435208,34.037988,-118.250834,06:14,06:15,Bookstore,295,6584.695,0.438988095238095,0
760,435208,34.037988,-118.250834,06:15,06:16,River,426,9508.746,0.633928571428571,0
761,435208,34.037988,-118.250834,06:16,06:17,Travel & Transport,598,13347.958,1.7797619047619,0
762,435208,34.037988,-118.250834,06:17,06:18,Australian Restaurant,207,4620.447,0.308035714285714,0
763,435208,34.037988,-118.250834,06:20,06:21,Medical School,228,5089.188,0.339285714285714,0
764,435208,34.037988,-118.250834,06:22,06:23,Dummy,359,8013.239,0.53422619047619,0
765,435208,34.037988,-118.250834,06:24,06:25,Paper / Office Supplies Store,302,6740.942,0.449404761904762,0
766,435208,34.037988,-118.250834,06:25,06:26,Salon / Barbershop,334,7455.214,0.49702380952381,0
767,435208,34.037988,-118.250834,06:26,06:27,Spiritual Center,83,1852.643,0.123511904761905,0
768,435208,34.037988,-118.250834,06:29,06:30,Scenic Lookout,153,3415.113,0.227678571428571,0
769,435208,34.037988,-118.250834,06:30,06:31,History Museum,591,13191.711,0.879464285714286,0
770,435208,34.037988,-118.250834,06:32,06:33,Bridge,175,3906.175,0.260416666666667,0
771,435208,34.037988,-118.250834,06:35,06:36,Military Base,199,4441.879,0.296130952380952,0
772,435208,34.037988,-118.250834,06:38,06:39,High School,560,12499.76,0.833333333333333,0
773,435208,34.037988,-118.250834,06:39,06:40,Temple,161,3593.681,0.239583333333333,0
774,435208,34.037988,-118.250834,06:40,06:41,Event Space,303,6763.263,0.901785714285714,0
775,435208,34.037988,-118.250834,06:42,06:43,Asian Restaurant,495,11048.895,0.736607142857143,0
776,435208,34.037988,-118.250834,06:43,06:44,Hotel,101,2254.421,0.150297619047619,0
777,435208,34.037988,-118.250834,06:44,06:45,Temple,561,12522.081,0.834821428571429,0
778,435208,34.037988,-118.250834,06:46,06:47,Salad Place,483,10781.043,0.71875,0
779,435208,34.037988,-118.250834,06:47,06:48,Medical Center,192,4285.632,0.285714285714286,0
780,435208,34.037988,-118.250834,06:48,06:49,Mediterranean Restaurant,393,8772.153,0.584821428571429,0
781,435208,34.037988,-118.250834,06:49,06:50,High School,457,10200.697,2.04017857142857,0
782,435208,34.037988,-118.250834,06:50,06:51,Spa / Massage,302,6740.942,0.449404761904762,0
783,435208,34.037988,-118.250834,06:55,06:56,Clothing Store,664,14821.144,1.97619047619048,0
784,435208,34.037988,-118.250834,06:59,07:00,High School,464,10356.944,1.38095238095238,0
785,435208,34.037988,-118.250834,07:00,07:01,Tapas Restaurant,227,5066.867,1.01339285714286,0
786,435208,34.037988,-118.250834,07:01,07:02,Subway,394,8794.474,0.586309523809524,0
787,435208,34.037988,-118.250834,07:02,07:03,American Restaurant,399,8906.079,0.59375,0
788,435208,34.037988,-118.250834,07:03,07:04,College & University,150,3348.15,0.223214285714286,0
789,435208,34.037988,-118.250834,07:04,07:05,Sushi Restaurant,262,5848.102,0.779761904761905,0
790,435208,34.037988,-118.250834,07:05,07:06,Bike Shop,229,5111.509,0.34077380952381,0
791,435208,34.037988,-118.250834,07:06,07:07,Steakhouse,178,3973.138,0.529761904761905,0
792,435208,34.037988,-118.250834,07:08,07:09,Donut Shop,412,9196.252,0.613095238095238,0
793,435208,34.037988,-118.250834,07:09,07:10,History Museum,547,12209.587,0.813988095238095,0
794,435208,34.037988,-118.250834,07:10,07:11,Ramen / Noodle House,229,5111.509,0.34077380952381,0
795,435208,34.037988,-118.250834,07:11,07:12,Building,669,14932.749,0.995535714285714,0
796,435208,34.037988,-118.250834,07:14,07:15,Hardware Store,326,7276.646,0.485119047619048,0
797,435208,34.037988,-118.250834,07:18,07:19,Middle Eastern Restaurant,188,4196.348,0.279761904761905,0
798,435208,34.037988,-118.250834,07:20,07:21,Other Nightlife,536,11964.056,1.5952380952381,0
799,435208,34.037988,-118.250834,07:23,07:24,Funeral Home,659,14709.539,0.980654761904762,0
800,435208,34.037988,-118.250834,07:24,07:25,Bike Rental / Bike Share,525,11718.525,1.5625,0
801,435208,34.037988,-118.250834,07:27,07:28,Board Shop,111,2477.631,0.330357142857143,0
802,435208,34.037988,-118.250834,07:32,07:33,Office,588,13124.748,1.75,0
803,435208,34.037988,-118.250834,07:34,07:35,Athletic & Sport,536,11964.056,0.797619047619048,0
804,435208,34.037988,-118.250834,07:36,07:37,Convention Center,516,11517.636,0.767857142857143,0
805,435208,34.037988,-118.250834,07:39,07:40,Southern / Soul Food Restaurant,590,13169.39,0.87797619047619,0
806,435208,34.037988,-118.250834,07:40,07:41,Vegetarian / Vegan Restaurant,273,6093.633,0.40625,0
807,435208,34.037988,-118.250834,07:41,07:42,Dim Sum Restaurant,192,4285.632,0.285714285714286,0
808,435208,34.037988,-118.250834,07:43,07:44,Swiss Restaurant,618,13794.378,1.83928571428571,0
809,435208,34.037988,-118.250834,07:44,07:45,Synagogue,453,10111.413,0.674107142857143,0
810,435208,34.037988,-118.250834,07:45,07:46,Winery,106,2366.026,0.31547619047619,0
811,435208,34.037988,-118.250834,07:48,07:49,General Entertainment,488,10892.648,1.45238095238095,0
812,435208,34.037988,-118.250834,07:49,07:50,Arepa Restaurant,454,10133.734,0.675595238095238,0
813,435208,34.037988,-118.250834,07:50,07:51,Rest Area,380,8481.98,1.13095238095238,0
814,435208,34.037988,-118.250834,07:53,07:54,Travel Lounge,669,14932.749,0.995535714285714,0
815,435208,34.037988,-118.250834,07:56,07:57,Sorority House,568,12678.328,1.69047619047619,0
816,435208,34.037988,-118.250834,07:59,08:00,Neighborhood,102,2276.742,0.303571428571429,0
817,435208,34.037988,-118.250834,08:00,08:01,Beer Garden,621,13861.341,0.924107142857143,0
818,435208,34.037988,-118.250834,08:02,08:03,Medical School,372,8303.412,0.553571428571429,0
819,435208,34.037988,-118.250834,08:08,08:09,Theater,426,9508.746,0.633928571428571,0
820,435208,34.037988,-118.250834,08:09,08:10,Cupcake Shop,109,2432.989,0.162202380952381,0
821,435208,34.037988,-118.250834,08:10,08:11,Thai Restaurant,289,6450.769,1.29017857142857,0
822,435208,34.037988,-118.250834,08:11,08:12,Greek Restaurant,649,14486.329,1.93154761904762,0
823,435208,34.037988,-118.250834,08:15,08:16,Event Space,216,4821.336,0.321428571428571,0
824,435208,34.037988,-118.250834,08:16,08:17,Scenic Lookout,362,8080.202,0.538690476190476,0
825,435208,34.037988,-118.250834,08:17,08:18,Casino,613,13682.773,0.912202380952381,0
826,435208,34.037988,-118.250834,08:18,08:19,Ferry,446,9955.166,0.663690476190476,0
827,435208,34.037988,-118.250834,08:21,08:22,Tapas Restaurant,602,13437.242,0.895833333333333,0
828,435208,34.037988,-118.250834,08:22,08:23,Arts & Crafts Store,413,9218.573,1.22916666666667,0
829,435208,34.037988,-118.250834,08:23,08:24,Argentinian Restaurant,515,11495.315,1.5327380952381,0
830,435208,34.037988,-118.250834,08:24,08:25,Malaysian Restaurant,103,2299.063,0.306547619047619,0
831,435208,34.037988,-118.250834,08:27,08:28,Fish & Chips Shop,98,2187.458,0.145833333333333,0
832,435208,34.037988,-118.250834,08:28,08:29,Arts & Crafts Store,627,13995.267,1.86607142857143,0
833,435208,34.037988,-118.250834,08:29,08:30,Plaza,408,9106.968,0.607142857142857,0
834,435208,34.037988,-118.250834,08:30,08:31,Road,215,4799.015,0.319940476190476,0
835,435208,34.037988,-118.250834,08:31,08:32,School,504,11249.784,1.5,0
836,435208,34.037988,-118.250834,08:33,08:34,Fraternity House,430,9598.03,0.639880952380952,0
837,435208,34.037988,-118.250834,08:35,08:36,Castle,187,4174.027,0.556547619047619,0
838,435208,34.037988,-118.250834,08:36,08:37,Dumpling Restaurant,622,13883.662,1.85119047619048,0
839,435208,34.037988,-118.250834,08:38,08:39,Scenic Lookout,106,2366.026,0.157738095238095,0
840,435208,34.037988,-118.250834,08:39,08:40,Argentinian Restaurant,235,5245.435,0.699404761904762,0
841,435208,34.037988,-118.250834,08:43,08:44,Antique Shop,403,8995.363,2.39880952380952,0
842,435208,34.037988,-118.250834,08:44,08:45,Residential Building (Apartment / Condo),568,12678.328,0.845238095238095,0
843,435208,34.037988,-118.250834,08:45,08:46,Flea Market,644,14374.724,0.958333333333333,0
844,435208,34.037988,-118.250834,08:47,08:48,High School,310,6919.51,0.461309523809524,0
845,435208,34.037988,-118.250834,08:49,08:50,South American Restaurant,324,7232.004,0.482142857142857,0
846,435208,34.037988,-118.250834,08:51,08:52,College & University,322,7187.362,0.958333333333333,0
847,435208,34.037988,-118.250834,08:53,08:54,Cemetery,383,8548.943,0.569940476190476,0
